,Cluster,cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
1947,Up in XX,Up in XX,GO:0060561,apoptotic process involved in morphogenesis,10/3538,31/28891,0.00289290775516071,0.00942829659352531,0.00454353150171875,Bmp7/Cryab/Hand2/Lef1/Pax8/Ppp2r1b/Spi1/Tgfb2/Tgfbr3/Tnfrsf1b,10
1955,Up in XX,Up in XX,GO:0043489,RNA stabilization,18/3538,74/28891,0.00302789428799263,0.00983794604466964,0.00474094310915739,Apobec1/Axin2/Dazl/Dhx36/Igf2bp1/Ikbke/Larp4b/Myd88/Paip1/Rbm24/Slc11a1/Slfn2/Tirap/Traf2/Traf3ip2/Traf5/Vegfa/Zcchc17,18
1957,Up in XY,Up in XY,GO:0001667,ameboidal-type cell migration,138/3399,471/28891,4.21265528329424e-25,2.66534699774027e-21,1.4660040385864e-21,Abl1/Actn4/Acvr1/Acvr1b/Acvrl1/Adam9/Adamts9/Adgra2/Adipor1/Adipor2/Agt/Akap12/Amotl2/Anln/Apc/Appl2/Arf6/Arhgap4/Arhgap5/Arsb/Atp2b4/Bcar1/Bmper/Calr/Cap1/Card10/Ccr6/Cdh5/Cenpv/Clasp1/Clasp2/Col18a1/Coro1c/Ctsh/Daam2/Dab2ip/Dock5/Edn1/Emc10/Epha2/Ephb4/Eppk1/Erbb4/Fgf18/Fndc3b/Folr1/Gab2/Gdnf/Gna12/Gna13/Gpld1/Grn/Hdac5/Hdac6/Hif1a/Hmox1/Irs2/Itga11/Itga3/Itga4/Itgav/Itgb1/Itgb3/Jup/Kank2/Lrp5/Macf1/Mef2c/Megf8/Mtor/Myh9/Notch1/Nrp2/P2rx4/Pafah1b1/Pak3/Patz1/Paxip1/Pdgfb/Pdlim1/Phactr4/Pik3c2a/Pkn1/Pkn2/Pkn3/Plcg1/Plec/Plekhg5/Pml/Ppard/Prkce/Prkd2/Ptk2/Ptk2b/Ptpn11/Ptpn23/Ptprm/Ptprr/Pxn/Rac1/Rcc2/Rhoa/Rin2/Robo1/Robo4/Rreb1/Scarb1/Schip1/Sdc4/Sema3b/Sema3c/Sema3g/Sema4a/Sema4c/Sema4d/Sema4g/Sema5a/Sema5b/Sema6c/Sema7a/Smoc2/Sox10/Sox8/Sox9/Sp1/Sparc/Src/Syde1/Tbx1/Tgfb1/Tmem201/Tmigd1/Tns3/Tsc2/Vhl/Vstm4/Wasf2/Zfand5,138
1958,Up in XY,Up in XY,GO:0140014,mitotic nuclear division,95/3399,267/28891,2.34786717532663e-24,7.2579945923594e-21,3.99206909774154e-21,Aaas/Anapc15/Apc/Arhgef10/Atm/Aurka/Aurkb/Bub1/Bub1b/Cdc20/Cdca2/Cdca5/Cdca8/Cdk1/Cenpe/Cenpi/Cep192/Cep85/Chmp4c/Clasp1/Clasp2/Cltc/Ctdp1/Cul7/Dmrt1/Dsn1/Edn1/Eml3/Eps8/Espl1/Fbxo5/Flna/Gen1/Golga2/Hnrnpu/Incenp/Insr/Kif11/Kif14/Kif18b/Kif22/Kif23/Kif2c/Kifc1/Kifc5b/Knstrn/Kntc1/Mad2l1/Mapre1/Mki67/Mtbp/Mybl2/Ncapd2/Ncapg/Ncapg2/Ncaph/Ndc80/Nek2/Nfe2l1/Nuf2/Numa1/Nusap1/Obsl1/Pcid2/Pdgfb/Pebp1/Phf13/Plk1/Ppp2r1a/Prc1/Prickle1/Psrc1/Racgap1/Rad21/Rb1/Reep3/Rhoa/Rrs1/Sh2b1/Smarca5/Smc4/Spag5/Spc24/Spdl1/Sphk1/Stag1/Stag2/Tgfb1/Tom1l2/Tpx2/Ttk/Ube2c/Xrcc3/Ywhah/Zwilch,95
1959,Up in XY,Up in XY,GO:0000070,mitotic sister chromatid segregation,74/3399,177/28891,3.44143887736339e-24,7.2579945923594e-21,3.99206909774154e-21,Aaas/Anapc15/Apc/Arhgef10/Atm/Aurkb/Bub1/Bub1b/Cdc20/Cdca5/Cdca8/Cdk1/Cenpe/Cenpi/Cep192/Chmp4c/Clasp1/Clasp2/Cltc/Dsn1/Eml3/Espl1/Fbxo5/Flna/Gen1/Golga2/Hnrnpu/Incenp/Kif11/Kif14/Kif18b/Kif22/Kif23/Kif2c/Kifc1/Kifc5b/Knstrn/Kntc1/Mad2l1/Mapre1/Mybl2/Ncapd2/Ncapg/Ncapg2/Ncaph/Ndc80/Nek2/Nuf2/Numa1/Nusap1/Pcid2/Phf13/Plk1/Ppp2r1a/Prc1/Prickle1/Psrc1/Racgap1/Rad21/Rb1/Rhoa/Rrs1/Smarca5/Smc4/Spag5/Spc24/Spdl1/Stag1/Stag2/Tpx2/Ttk/Ube2c/Xrcc3/Zwilch,74
1960,Up in XY,Up in XY,GO:0007059,chromosome segregation,125/3399,416/28891,6.38051282780111e-24,1.00923761653744e-20,5.55104616018696e-21,Aaas/Anapc15/Apc/Arhgef10/Atm/Aurka/Aurkb/Bag6/Bcl7c/Bex4/Brca1/Brip1/Bub1/Bub1b/Ccnb2/Cdc20/Cdc6/Cdca2/Cdca5/Cdca8/Cdk1/Cenpe/Cenpf/Cenpi/Cenpj/Cenpu/Cep192/Cep85/Chmp4c/Chtf18/Clasp1/Clasp2/Cltc/Csnk1d/Ddb1/Dlgap5/Dsn1/Ect2/Eml3/Ercc2/Esco2/Espl1/Fam83d/Fancd2/Fbxo5/Flna/Gen1/Golga2/Gtf2b/Haus3/Haus5/Haus6/Haus7/Hecw2/Hjurp/Hnrnpu/Incenp/Kif11/Kif14/Kif18b/Kif22/Kif23/Kif2c/Kif4/Kifc1/Kifc5b/Knstrn/Kntc1/M1ap/Mad2l1/Map1s/Mapre1/Mapre3/Mki67/Mms19/Mybl2/Ncapd2/Ncapg/Ncapg2/Ncaph/Ndc1/Ndc80/Nek2/Nuf2/Numa1/Nusap1/Oip5/Pcid2/Phf13/Plk1/Pmf1/Ppp2r1a/Prc1/Prickle1/Psrc1/Racgap1/Rad18/Rad21/Rb1/Rcc2/Rhoa/Rrs1/Ska3/Smarca2/Smarca5/Smarcad1/Smarcd1/Smc4/Spag5/Spc24/Spdl1/Stag1/Stag2/Stil/Syde1/Tacc3/Top3a/Tpx2/Ttk/Tubgcp3/Tubgcp6/Ube2c/Usp9x/Xrcc3/Zwilch,125
1961,Up in XY,Up in XY,GO:0031346,positive regulation of cell projection organization,133/3399,463/28891,2.2994713879022e-23,2.90975109425145e-20,1.60043208597993e-20,Abl1/Agrn/Agt/Anln/Ap2a1/Apc/Arsb/Atf1/Atp1b2/Atp7a/Atp8a2/Auts2/Baiap2/Brk1/Cdc42ep1/Cdc42ep4/Cenpj/Cep120/Cobl/Coro1c/Creb3l2/Crtc1/Cul7/Cx3cl1/Dab2ip/Ddr1/Def8/Dmd/Dnm2/Dynll1/Dynlt1a/Dynlt1f/Eef2k/Ehd1/Eif4g2/Enc1/Eps8/Espn/Fam98a/Flna/Fnbp1l/Fyn/Gdi1/Golga2/Gprc5b/Grn/Hap1/Htt/Islr2/Itga3/Itgb1/Itpka/Kat2a/Katnb1/Kif3c/L1cam/Limk1/Lpar3/Lyn/Macf1/Map1b/Map2k1/Map2k2/Mark2/Mark4/Megf8/Mfn2/Mtor/Nckipsd/Nedd9/Negr1/Neu1/Nptn/Obsl1/Opa1/P2rx7/P2ry2/P3h1/Pafah1b1/Pak3/Pias2/Plce1/Plekhm1/Plxna1/Plxnb1/Plxnb2/Plxnb3/Plxnc1/Ppp1r35/Ppp1r9a/Ppp2r5b/Prkci/Ptbp1/Ptk2b/Ptk7/Ptpn5/Ptprf/Ptprz1/Rac1/Rgma/Rnd2/Robo1/Ror2/Rreb1/Rufy3/Scarb2/Sema4d/Sema5a/Sema7a/Serpine2/Sf3a2/Sh3glb1/Shtn1/Skil/Snap91/Sphk1/Src/Stk11/Stk25/Tgfb3/Tiam1/Tiam2/Tmem30a/Tnfrsf12a/Tnik/Tox/Trak1/Tsc2/Ttbk2/Tubb2b/Wasf2/Wasl/Zfyve27,133
1962,Up in XY,Up in XY,GO:0007264,small GTPase mediated signal transduction,126/3399,428/28891,3.13951590690308e-23,3.3106195238293e-20,1.82091922600379e-20,Abca1/Abl1/Adcyap1r1/Adgrg1/Als2/Apoc3/Arf6/Arfgap1/Arfgef2/Arhgap17/Arhgap18/Arhgap31/Arhgap33/Arhgap5/Arhgdia/Arhgdig/Arhgef18/Arhgef2/Arhgef28/Arhgef3/Arhgef7/Arrb1/Auts2/Baiap2/Bcar3/Bnip2/Brap/Brk1/Cadm4/Camk2d/Cbl/Cdc42ep1/Cdc42ep4/Cdc42se1/Cdc42se2/Celsr1/Cgnl1/Chuk/Csf1/Ctnnal1/Dab2ip/Dennd3/Dennd4b/Dhcr24/Dnm2/Dock10/Dock5/Dock7/Dok1/Dok5/Dynlt1a/Dynlt1f/Elmo1/Eps8/Erbb2/F2r/F2rl2/Foxm1/Garnl3/Gdi1/Git2/Gna12/Gna13/Hmox1/Icmt/Iqgap3/Itga3/Itgav/Itgb1/Itpkb/Kank2/Kbtbd6/Kif14/Kndc1/Lpar2/Map2k1/Mfn2/Mmd2/Mras/Myo9b/Nisch/Notch1/Phactr4/Plce1/Plekhg5/Rab35/Rac1/Racgap1/Ralgapa2/Ralgps1/Ralgps2/Rap1gap/Rap2a/Rapgef4/Rapgef6/Rasal1/Rasgef1b/Rasgef1c/Rasgrf2/Rasgrp3/Rdx/Rgl2/Rhebl1/Rhoa/Rhobtb2/Rhog/Rhot2/Rnd2/Rnd3/Robo1/Rtkn/Sh2b2/Shtn1/Sipa1/Sipa1l1/Spry4/Src/Stard8/Syde1/Syde2/Tiam1/Tiam2/Tns3/Tsc2/Wasf1/Wasf2,126
1964,Up in XY,Up in XY,GO:0009100,glycoprotein metabolic process,109/3399,354/28891,6.02501065624661e-22,4.76503030275904e-19,2.62087963546728e-19,Abca2/Abca7/Adamts7/Alg1/Alg10b/Alg12/Alg13/Alg6/Alg8/Arsb/Atp7a/B3galnt1/B3galt4/B3galt6/B3gat3/B3gnt2/B3gnt8/B4galt7/Cant1/Chpf/Chpf2/Chst10/Chst8/Cog3/Col2a1/Cst3/Ctnnb1/Ctsl/Ddost/Derl3/Dpy19l3/Dpy19l4/Entpd5/Eogt/Erp44/Ext2/Extl1/Extl3/Fam20b/Fbxo17/Fbxo44/Fkrp/Fut11/Fut4/Galnt1/Galnt10/Galnt11/Galnt16/Galnt18/Galnt2/Galnt7/Ganab/Gcnt1/Gcnt3/Gfpt1/Glce/Gmppb/Gnptab/Golga2/Golph3/Gorasp1/Gpc1/Gusb/Hexa/Hgsnat/Hif1a/Ihh/Insr/Itm2b/Jak3/Lmf1/Man1a2/Man1b1/Man2a2/Manba/Mgat1/Mgat5/Mlec/Naglu/Ncstn/Ndst1/Pgm3/Plod3/Pofut2/Pomgnt2/Pomt2/Ppard/Prkcsh/Rpn2/Sgsh/Slc35c1/Slc35c2/St3gal2/St3gal3/St3gal4/St3gal5/St6gal1/St6galnac6/St8sia1/St8sia5/Stt3a/Tet3/Tmem106a/Tmtc2/Trak2/Trip11/Uggt1/Xylt1/Xylt2,109
1965,Up in XY,Up in XY,GO:0043087,regulation of GTPase activity,107/3399,345/28891,7.7217891257168e-22,5.42841775537891e-19,2.98575846194383e-19,Agrn/Ajuba/Als2/Als2cl/Arap2/Arhgap17/Arhgap27/Arhgap9/Arhgef10/Arhgef16/Arhgef7/Arrb1/Asap2/Bcar3/Bves/Ccl17/Ccpg1/Coro1c/Cpeb2/Cx3cl1/Dab2ip/Dock10/Dock7/Dvl2/Dynlt1a/Dynlt1f/Ect2/Epha1/Epha2/Ephb3/Erbb2/Evi5l/F2r/Fgd6/Garnl3/Gmip/Gnb5/Gpr137b/Gpsm1/Iqgap2/Itgb1/Lrch1/Lrrk2/Map2k1/Mlst8/Mtor/Myo9b/Nedd9/Ngef/Pafah1b1/Plekhg4/Plxna1/Plxnb1/Plxnb2/Plxnb3/Plxnc1/Ptk2b/Rab3gap2/Ralgapa2/Ralgps1/Ralgps2/Rangap1/Rap1gap/Rap1gds1/Rapgef4/Rapgef6/Rasal1/Rasgef1b/Rasgef1c/Rasgrf2/Rasgrp3/Rcc2/Rdx/Rgma/Rgn/Rgs11/Rhog/Rictor/S1pr1/Scrib/Sema4d/Sgsm3/Sh3bp4/Sipa1/Sipa1l1/Slc27a4/Smcr8/Snx13/Snx18/Snx9/Tbc1d10a/Tbc1d20/Tbc1d22b/Tbc1d25/Tbc1d2b/Tbc1d5/Tbc1d8/Tbc1d9/Tbc1d9b/Tiam1/Tiam2/Tns3/Tsc1/Tsc2/Usp6nl/Wdr41/Wnk1,107
1966,Up in XY,Up in XY,GO:0044772,mitotic cell cycle phase transition,128/3399,454/28891,9.38559790970151e-22,5.6623629918031e-19,3.11443388833172e-19,Abcb1b/Acvr1/Acvr1b/Ambra1/Anapc15/Anp32b/Apc/Appl2/Atm/Aurkb/Bard1/Bcl7c/Blm/Brca1/Bub1/Bub1b/Cacul1/Camk2d/Ccna2/Ccnb2/Ccng1/Cdc20/Cdc25c/Cdc6/Cdca5/Cdca8/Cdk1/Cdk16/Cenpe/Cenpf/Cenpj/Cep192/Chmp4c/Cks2/Clasp1/Clasp2/Clspn/Cradd/Ctc1/Ctdp1/Dbf4/Dcun1d3/Ddb1/Dtl/E2f3/E2f6/E2f7/Eif4ebp1/Eif4g1/Eps8/Ercc2/Fbxo5/Fhl1/Foxm1/Foxo4/Gen1/Hecw2/Hinfp/Hspa2/Hus1/Incenp/Ints3/Iqgap3/Itgb1/Jade1/Kank2/Kif14/Kntc1/Lats2/Mad2l1/Mastl/Mbtps1/Mbtps2/Men1/Miip/Mtbp/Nabp1/Ndc80/Nes/Nfatc1/Npat/Nuf2/Pcid2/Phf8/Pidd1/Pim2/Pkd1/Pkia/Plk1/Pml/Pole/Ppm1d/Ppp2r3d/Psme3/Ptpn6/Rad21/Rb1/Rbbp8/Rbm38/Rcc2/Rdx/Rfwd3/Rptor/Senp2/Sin3a/Smarca2/Smarcd1/Spc24/Spdl1/Stil/Tacc3/Taf2/Taok2/Tcf19/Tcf3/Tfap4/Tgfb1/Tjp3/Tpd52l1/Tpra1/Ttk/Ube2c/Usp37/Usp47/Wac/Xrcc3/Zfp36l2/Zwilch,128
1969,Up in XY,Up in XY,GO:0007015,actin filament organization,131/3399,471/28891,1.16343794679059e-21,5.6623629918031e-19,3.11443388833172e-19,Abl1/Actn4/Arf1/Arf6/Arfip2/Arhgap17/Arhgap18/Arhgef10/Arhgef18/Arhgef2/Arpc1a/Arpc1b/Arrb1/Baiap2/Bcar1/Brk1/Cap1/Capn1/Cdc42ep1/Cdc42ep4/Cgnl1/Clasp1/Clasp2/Cobl/Coro1c/Coro2b/Ctnna2/Cttn/Cx3cl1/Daam2/Elmo1/Elmo3/Epha1/Eps8/Espn/Ezr/Fat1/Fchsd1/Fchsd2/Fhdc1/Flna/Gas2l1/Gas2l3/Gas7/Gba2/Gja1/Hip1/Hsp90b1/Inppl1/Iqgap2/Iqgap3/Itgb5/Jmy/Kank2/Kbtbd13/Limch1/Limk1/Map3k1/Marcksl1/Mical1/Mical2/Mical3/Mlst8/Mtor/Myadm/Myh9/Myo19/Myo1c/Myo1d/Myo7a/Nck2/Nf2/Pak3/Pakap/Pdlim1/Phldb2/Pick1/Plec/Pls1/Ppfia1/Ppp1r9a/Prkce/Prkci/Ptk2b/Pxn/Rac1/Rdx/Rhoa/Rhobtb2/Rhog/Rhot2/Rhpn1/Rhpn2/Rictor/Rnd2/Rnd3/Rufy3/S1pr1/Scin/Sdc4/Sema5a/Shroom2/Shroom3/Shroom4/Shtn1/Sirpa/Snx9/Sorbs3/Spire2/Spta1/Sptan1/Sptb/Src/Ssh1/Ssh2/Ssh3/Svil/Swap70/Synpo/Tagln2/Tgfb3/Tmod1/Trf/Trim27/Tsc1/Vasp/Wasf1/Wasf2/Wasl/Wipf3/Zyx,131
1971,Up in XY,Up in XY,GO:0050767,regulation of neurogenesis,134/3399,494/28891,4.57364888776887e-21,1.92916510086091e-18,1.06108654196238e-18,Appl2/Arhgap4/Arhgef2/Atxn1/B2m/Baiap2/Bcan/Bex1/Bhlhe40/Cers2/Chd7/Clcn2/Ctnnb1/Cul7/Cx3cl1/Daam2/Dag1/Dip2b/Dll1/Dnajb11/Dock7/Dpysl5/Eef2k/Eif4g2/Etv5/Fgf13/Fstl4/Fzd3/Gdi1/Golga2/Gorasp1/Hap1/Hdac2/Hes5/Heyl/Hif1a/Hltf/Hmga2/Islr2/Itgb1/Itpka/Kctd11/L1cam/Ldlr/Lig4/Limk1/Lpar3/Lrp4/Lyn/Macf1/Map1b/Map2k1/Map2k2/Mapk8/Mbp/Megf8/Mfn2/Mt3/Mtor/Mycn/Ncan/Nf2/Notch1/Nptn/Nr1d1/Obsl1/Opa1/Pafah1b1/Pak3/Per2/Pias2/Pitx3/Plxna1/Plxnb1/Plxnb2/Plxnb3/Plxnc1/Prkch/Prkci/Ptk2/Ptprf/Ptprs/Ptprz1/Rb1/Rela/Rest/Rgma/Rnd2/Rnf10/Robo1/Rufy3/Sema3b/Sema3c/Sema3g/Sema4a/Sema4c/Sema4d/Sema4g/Sema5a/Sema5b/Sema6c/Sema7a/Serpine2/Sh3glb1/Shtn1/Skil/Slc7a5/Snap91/Sox10/Sox8/Srrt/Stk11/Stk25/Tenm4/Tgfb1/Tiam1/Tiam2/Tnfrsf12a/Tnik/Trak1/Trak2/Trf/Trim32/Tsc2/Vcan/Vim/Wdr62/Xrcc2/Xrcc4/Yap1/Ywhah/Zfp335/Zfp488/Zfyve27,134
1972,Up in XY,Up in XY,GO:0051656,establishment of organelle localization,133/3399,491/28891,7.34646903503324e-21,2.90506934904096e-18,1.59785701511973e-18,Actn4/Ap1s2/Ap3m2/Apc/Arf1/Arhgef2/Atm/Atp13a2/Aurkb/Bicd1/Bloc1s3/Cdca5/Cdca8/Cdh3/Cenpa/Cenpe/Cenpf/Cep120/Chmp4c/Clasp1/Clasp2/Ctnnb1/Dctn1/Dock7/Dsn1/Dynll1/Ect2/Eml3/Exoc1/Exoc4/Exoc6/Exoc6b/Eya1/Ezr/Fam83d/Fbxw11/Fnbp1l/Gab2/Gbf1/Gpsm1/Hap1/Hdac6/Hgs/Hif1a/Hmox1/Hnrnpu/Htt/Il4ra/Incenp/Insc/Itga4/Itgb1/Kif14/Kif22/Kif2c/Kif5c/Kifc1/Kifc5b/Knstrn/Lamp1/Llgl2/Lmnb2/Lrrk2/Lyn/Mad2l1/Map1b/Map1s/Map2k1/Map4/Mapk8/Mapre1/Myh9/Mylk2/Myo19/Myo1c/Myo1d/Myo7a/Myrip/Naglu/Ndc80/Nek2/Nppc/Nuf2/Numa1/Nusap1/Pafah1b1/Pard3b/Pdcd6ip/Pef1/Plk1/Pmf1/Psrc1/Ptgds/Ptk2/Racgap1/Rb1/Rcc2/Rhot2/Rrs1/Scrib/Sdc4/Sec16a/Shroom2/Snap91/Spag5/Spc24/Spdl1/Spg11/Sphk2/Spire2/Stard3/Steap3/Stk11/Stk25/Sun2/Syk/Syne2/Tacc1/Tacc2/Tacc3/Tmem201/Trak1/Trak2/Trappc11/Trappc9/Trip11/Tspan4/Tuba1a/Unc13d/Wasf1/Wasl/Wdr11/Ykt6,133
1977,Up in XY,Up in XY,GO:0032535,regulation of cellular component size,114/3399,411/28891,6.36599156040595e-19,1.91798231441374e-16,1.05493574429584e-16,Abcb8/Abl1/Ahr/Akt1s1/Als2/Arf6/Arhgap18/Arhgap4/Arhgap5/Atp13a2/Atp7a/Baiap2/Brk1/C1qtnf9/Capn1/Cdc42ep1/Cdc42ep4/Clasp2/Clcn3/Cln8/Creb1/Cttn/Daam2/Dip2b/Dnajc16/Dnm2/Edn1/Eif4g2/Eps8/Ezr/Fchsd1/Fchsd2/Fgf13/Fshr/Fstl4/Gba2/Gdi1/Gnb3/Iqgap3/Islr2/Kank2/L1cam/Limk1/Lpar3/Macf1/Map1b/Map3k1/Megf8/Mfn2/Mlst8/Mt3/Mtor/Myadm/Myo1c/Nck2/P2rx7/Pafah1b1/Pak3/Pls1/Ppp1r9a/Prkce/Ptk2b/Ptprs/Rab3b/Rab5a/Rac1/Rdx/Rgma/Rhoa/Rictor/Rin3/Rnd2/Rptor/Rufy3/Scin/Sct/Sema3b/Sema3c/Sema3g/Sema4a/Sema4c/Sema4d/Sema4g/Sema5a/Sema5b/Sema6c/Sema7a/Shroom2/Shtn1/Sin3a/Slc12a1/Slc12a4/Slc12a6/Slc12a7/Slc12a9/Snx9/Spta1/Sptan1/Sptb/Ssh1/Ssh2/Ssh3/Svil/Swap70/Tmod1/Tnfrsf12a/Tsc1/Tsc2/Vasp/Wdr36/Wnk1/Wnk3/Xk/Zfyve27,114
1978,Up in XY,Up in XY,GO:0007163,establishment or maintenance of cell polarity,80/3399,239/28891,6.99262146885659e-19,2.01101436515707e-16,1.10610557780095e-16,Abl1/Amotl2/Apc/Arf6/Arhgef2/Camsap3/Cdh5/Cenpa/Ckap5/Clasp1/Clasp2/Crb3/Cyp26b1/Dctn1/Dock7/Dst/Ephb1/Exoc4/Eya1/Ezr/Fat1/Fbf1/Fbxw11/Fgf13/Frmd4a/Gbf1/Gja1/Golph3/Gpsm1/Hes5/Htt/Insc/Itgb1/Kif20b/Kif2c/Lama1/Lin7b/Llgl2/Macf1/Mad2l1/Map1b/Map4/Mapre1/Mark2/Myh9/Myo18a/Myo9b/Ndc80/Numa1/Pafah1b1/Pard3b/Pard6b/Pdcd6ip/Pdlim1/Phldb2/Pkd1/Plekhg3/Plk1/Prickle1/Prkci/Ptk2b/Ptk7/Rab10/Rac1/Rhoa/Rhobtb2/Rhog/Rictor/Rufy3/Scrib/Shtn1/Sipa1/Snap91/Spag5/Spdl1/Spint2/Stk11/Stk25/Tsc2/Wee1,80
1980,Up in XY,Up in XY,GO:0010948,negative regulation of cell cycle process,95/3399,314/28891,9.91868061368759e-19,2.61481217678339e-16,1.4382086889847e-16,Acvr1/Anapc15/Apc/Atm/Atr/Aurka/Aurkb/Bard1/Blm/Brca1/Bub1/Bub1b/Ccar2/Ccng1/Cdc20/Cdc6/Cdca8/Cdk1/Cenpe/Cep192/Chmp4c/Chtf18/Clspn/Cradd/Dab2ip/Dcun1d3/Ddx39b/Dmrt1/Dna2/Dot1l/Dtl/E2f7/E2f8/Eif2ak4/Eme1/Ercc6/Fancd2/Fbxo5/Fhl1/Foxo4/Gen1/Grb14/Hinfp/Hus1/Incenp/Ints3/Jade1/Kank2/Kat2a/Kifc1/Kntc1/Mad2l1/Mbtps1/Mbtps2/Men1/Miip/Mtbp/Nabp1/Ndc80/Nek2/Nuf2/Pcid2/Pidd1/Pkmyt1/Plk1/Pml/Ppp1r10/Ppp2r3d/Ppp2r5b/Ptpn11/Rad21/Rad51/Rb1/Rbbp8/Rbm38/Recql4/Rfwd3/Rps6ka2/Smarca5/Spc24/Spdl1/Stil/Taok2/Tnks/Tom1l2/Tpra1/Trrap/Ttk/Usp28/Usp47/Wac/Wdr76/Xrcc3/Zfp36l2/Zwilch,95
1983,Up in XY,Up in XY,GO:0001558,regulation of cell growth,121/3399,459/28891,4.39402743675991e-18,1.02966709601407e-15,5.66341314071278e-16,Abl1/Acsl4/Acvr1b/Acvrl1/Adipor1/Adipor2/Agt/Ahsg/Arhgap4/Bap1/Brat1/Brca1/Ccar2/Cd38/Cdkn2aip/Clasp2/Col14a1/Creb3/Ctdp1/Cttn/Dab2ip/Dcun1d3/Ddr1/Ddx39b/Ddx49/Dip2b/Dnm2/Edn1/Eif4g1/Eif4g2/Eno1b/Enpp1/Erbb2/Extl3/Fdps/Fgf13/Fhl1/Frzb/Fstl4/G6pdx/Gas2l1/Gdi1/Gja1/Hamp2/Igfbp3/Igfbp7/Islr2/Jade1/Kazald1/Kif14/L1cam/Limk1/Lpar3/Macf1/Map1b/Megf8/Mfsd2a/Mlst8/Mt3/Mtor/Nf2/P3h1/Pafah1b1/Plaa/Pml/Ppard/Ppt1/Prr5/Psrc1/Ptk2/Ptk2b/Ptprs/Rasal1/Rb1/Rerg/Rgma/Rhoa/Rictor/Rims2/Rnd2/Rptor/Rufy3/Sbf1/Sema3b/Sema3c/Sema3g/Sema4a/Sema4c/Sema4d/Sema4g/Sema5a/Sema5b/Sema6c/Sema7a/Serpine2/Sertad2/Sesn2/Sfn/Sh3bp4/Sh3glb1/Shtn1/Sin3a/Slc25a33/Slc9a1/Smad7/Smarca2/Spag9/Sphk1/Sphk2/Stk11/Supv3l1/Syt2/Tgfb1/Tnfrsf12a/Tomm70a/Trim32/Tro/Usp47/Wdr36/Yap1/Zfyve27,121
1986,Up in XY,Up in XY,GO:0048638,regulation of developmental growth,110/3399,405/28891,1.41019741568423e-17,2.97410634967805e-15,1.63582900219371e-15,Abl1/Agrn/Agt/Ahr/Apc/Arhgap4/Atp8a2/Cacna2d2/Cdk1/Celf1/Chd7/Clasp2/Col14a1/Creb1/Csf1/Ctdp1/Cttn/Cxadr/Daxx/Ddx39b/Dip2b/Dll1/Dnm2/Dusp6/Edn1/Eif4g2/Eppk1/Erbb4/Ezr/Fdps/Fgf13/Fgf9/Flt3/Foxc1/Foxs1/Fstl4/G6pdx/Gata4/Gdf15/Gdi1/Gja1/Gpam/Grn/Hamp2/Hdac2/Hmga2/Insr/Islr2/Kcnk2/L1cam/Lats2/Limk1/Lpar3/Macf1/Map1b/Mapk1/Mef2c/Megf8/Men1/Mfsd2a/Mt3/Mtm1/Mtor/Notch1/Nppc/Pafah1b1/Plaa/Pls1/Ppard/Ptch1/Ptk2/Ptprs/Rai1/Rasal1/Rgma/Rims2/Rnd2/Rufy3/Sema3b/Sema3c/Sema3g/Sema4a/Sema4c/Sema4d/Sema4g/Sema5a/Sema5b/Sema6c/Sema7a/Serp1/Sgip1/Sh3glb1/Shtn1/Sin3a/Slc6a4/Smad7/Socs2/Sox15/Spag9/Stat5b/Stc2/Syt2/Tbx1/Tnfrsf12a/Tomm70a/Wdr36/Wwc2/Yap1/Zfpm2/Zfyve27,110
1987,Up in XY,Up in XY,GO:0031589,cell-substrate adhesion,103/3399,368/28891,1.57889909192388e-17,3.22248211438787e-15,1.77244156125649e-15,Abl1/Actn4/Acvrl1/Adam9/Adamts9/Agt/Ajuba/Atp1b2/Axl/Bcam/Bcan/Bcar1/Bves/Calr/Camsap3/Clasp1/Clasp2/Coro1c/Coro2b/Csf1/Cspg5/Ctnnb1/Cttn/Dag1/Dapk3/Ddr1/Dmd/Dnm2/Dock5/Epdr1/Epha1/Ephb1/Ephb3/Fbln2/Fgl1/Flna/Fndc3b/Fzd7/Gpm6b/Itga11/Itga3/Itga4/Itgav/Itgb1/Itgb3/Itgb5/Itgb8/Jag1/Jup/Kif14/L1cam/Lamb2/Limch1/Macf1/Men1/Mertk/Mia/Mink1/Myadm/Myh9/Nedd9/Nid1/Notch1/P4hb/Pcsk5/Pdgfb/Phldb2/Ppard/Prkce/Ptk2/Ptk2b/Ptpn11/Ptprz1/Pxn/Rac1/Rcc2/Rhoa/Rhpn1/Rin2/Rreb1/Sdc4/Sirpa/Smoc1/Smoc2/Sorbs3/Spock2/Spp1/Spry4/Src/St6gal1/Ston1/Taok2/Tiam1/Tmem8b/Tnfrsf12a/Tnxb/Trpm7/Tsc1/Ttyh1/Tyro3/Unc13d/Vcl/Zyx,103
