,Cluster,cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
1613,Up in XX,Up in XX,GO:0071625,vocalization behavior,9/3774,22/28891,0.00109460787688918,0.00434791270058026,0.0021523790183401,Brinp1/Ext1/Foxp1/Gli3/Nrxn1/Nrxn2/Nrxn3/Srpx2/Tifab,9
1622,Up in XX,Up in XX,GO:0009566,fertilization,45/3774,218/28891,0.00115257292323989,0.00455557645554313,0.00225518032550346,Adcy3/Atp8b3/B4galt1/Cast/Catsper2/Ccdc136/Cecr2/Foxl2/Glrb/Gnpda1/Hoxa10/Hoxa9/Hoxd10/Hoxd9/Hyal3/Kmt2c/Lhfpl2/Ly6k/Meiob/Nell2/Npr2/Nr2f2/Park7/Pithd1/Plat/Prdm9/Rec8/Slirp/Smad4/Spa17/Spag8/Spata22/Spata33/Stx2/Stxbp1/Sycp2/Tex101/Tex11/Tex15/Tpst2/Trpc6/Trpc7/Ube2q1/Ube3a/Ybx3,45
1628,Up in XX,Up in XX,GO:0090398,cellular senescence,23/3774,91/28891,0.00120459957210097,0.00474366575966788,0.00234829154912998,Akt3/Bcl2l12/Bcl6/Bmpr1a/Cav1/Cdkn1a/Fbxo4/Hras/Kras/Mapk14/Pla2r1/Prkcd/Prmt6/Pten/Sirt1/Sirt6/Spi1/Tbx2/Tbx3/Terf2/Twist1/Ypel3/Zfp277,23
1636,Up in XX,Up in XX,GO:0071684,organism emergence from protective structure,13/3774,40/28891,0.00121890132274072,0.00477651367976207,0.00236455249521507,9130008F23Rik/Bcor/Ccdc24/Ccdc62/Coprs/Ctr9/Lpar6/Ndufa2/Pemt/Smim14/Suds3/Tbl1xr1/Zfp14,13
1653,Up in XX,Up in XX,GO:0009612,response to mechanical stimulus,40/3774,189/28891,0.00128602241220803,0.00498771305787399,0.0024691040677602,Abhd12/Akt1/Ankrd23/Aqp1/Asic2/Atat1/Bag3/Cacnb3/Cav1/Chuk/Cnn2/Ednra/Gsk3b/Gsn/Igf1/Il18/Kcnq1/Kit/Lck/Mapk14/Mdk/Nfkb1/Nos3/Nrxn1/Nrxn2/Pik3ca/Pkd2/Pkd2l2/Ptn/Ryr2/Slc12a2/Slc1a3/Slitrk6/Strbp/Tifab/Tlr4/Tmc1/Tmem120a/Tmem150c/Wnt11,40
1667,Up in XX,Up in XX,GO:0006739,NADP metabolic process,15/3774,50/28891,0.00133672388323888,0.00513465357426272,0.00254184510609267,Cyb5r4/Dcxr/Fdx1/Fmo1/Gck/H6pd/Hnf1a/Idh1/Me2/Nadk2/Ncf1/Nudt17/Prdx5/Rbks/Tkt,15
1670,Up in XX,Up in XX,GO:0010907,positive regulation of glucose metabolic process,16/3774,55/28891,0.00134765537283356,0.0051581006538722,0.00255345228536884,Actn3/Adcy10/Akt1/C1qtnf2/Gck/Igf1/Igf2/Irs1/Ppara/Ppp1r3g/Prkaca/Ptpn2/Sirt1/Sirt7/Slc25a12/Tcf7l2,16
1695,Up in XX,Up in XX,GO:0050891,multicellular organismal-level water homeostasis,10/3774,27/28891,0.00144712926667641,0.00546702753604153,0.00270638261888123,Adcy6/Aqp1/Aqp2/Cftr/Ctns/Ext1/Inpp5k/Mllt6/Nfat5/Scnn1a,10
1708,Up in XX,Up in XX,GO:0045787,positive regulation of cell cycle,68/3774,365/28891,0.00152586945707707,0.00572146537569853,0.00283233884322687,Aif1/Akt1/Ankrd17/Anxa1/Atrx/BC004004/Becn1/Btc/Ccnd1/Cdc14b/Cdc16/Cdkn1b/Crebbp/Csf1r/D1Pas1/Dazl/Dusp3/Edn3/Egfr/Ereg/Fgfr1/Fgfr2/Flt3l/Fnta/Hes1/Hyal1/Igf1/Igf2/Kcna5/Kmt2e/Lef1/Lsm10/Map10/Mblac1/Meis2/Met/Msx1/Msx2/Npr2/Nudt16/Nupr1/Pbx1/Pkd2/Plscr2/Ppp1r35/Prdm9/Psmd10/Rab11a/Rock2/Rps6kb1/Shb/Sirt2/Slc6a4/Smarcd3/Spast/Spdya/Srpk2/Stox1/Stra8/Stxbp4/Tal1/Tbx2/Tbx3/Tgfb2/Trim21/Ube2e2/Wnt4/Ythdc2,68
1731,Up in XX,Up in XX,GO:0032259,methylation,54/3774,277/28891,0.00159490437245788,0.00590695085605283,0.0029241610769318,Akt1/Arid4a/Arid4b/As3mt/Ash2l/Bhmt/Btg1/Camkmt/Coprs/Dnmt3a/Eed/Eef2kmt/Fam98b/Gnas/Gspt1/Hnmt/Hsd17b10/Inmt/Kat8/Kmt2a/Kmt2c/Kmt2e/Mettl18/Mettl22/Mettl24/Mettl5/Mgmt/Mphosph8/Mtr/N6amt1/Ndufaf7/Nsd1/Pcmt1/Pemt/Phf20/Prdm16/Prdm5/Prdm6/Prdm9/Prmt2/Prmt6/Rbm15b/Setbp1/Setd1b/Setd7/Tex15/Thumpd2/Tpmt/Trmt10b/Trmt11/Trmt112/Trmt12/Trmt2b/Wdr5b,54
1756,Up in XX,Up in XX,GO:0140894,endolysosomal toll-like receptor signaling pathway,15/3774,51/28891,0.00166807503351344,0.00608999375845938,0.00301477414341387,Cav1/Cd86/Colec12/D1Pas1/F2rl1/Flot1/Gramd4/Hcfc2/Myd88/Oas1a/Rftn1/Rtn4/Tlr13/Tnip2/Wdfy1,15
1778,Up in XX,Up in XX,GO:0097242,amyloid-beta clearance,12/3774,37/28891,0.00189940500457552,0.00684490471294753,0.00338848323351095,Apoe/C5ar1/Cd36/Lrp4/Mme/Msr1/Picalm/Rab11a/Rab5a/Rock1/Trem2/Ttpa,12
1801,Up in XX,Up in XX,GO:0051302,regulation of cell division,39/3774,188/28891,0.00214715806058722,0.00764321506186823,0.00378367664319265,Bbs4/Becn1/Birc6/Bmyc/Btc/Calm1/Calm2/Cdc14b/Cib1/Dll1/Ereg/Fgfr2/Fsd1/Igf2/Itgb1bp1/Kif13a/Klhl13/Klhl9/Map10/Map9/Mdk/Mllt3/Nap1l2/Ncoa3/Pdgfd/Pgf/Pin1/Ptn/Rab11a/Rab11fip3/Sfrp2/Sirt2/Spast/Susd2/Tal1/Tgfb2/Txnip/Vegfa/Vegfb,39
1811,Up in XX,Up in XX,GO:2000773,negative regulation of cellular senescence,9/3774,24/28891,0.00225373079529237,0.00791725301578155,0.0039193356554247,Akt3/Bcl2l12/Bcl6/Pten/Sirt1/Sirt6/Tbx2/Terf2/Twist1,9
1848,Up in XX,Up in XX,GO:0010712,regulation of collagen metabolic process,17/3774,63/28891,0.00238164664743213,0.00825783486029605,0.00408793637642417,Arrb2/Bmp4/Ccl2/Creb3l1/Cygb/Eng/Fap/Fgfr3/Il18/Larp6/Ltbp1/Mfap4/Pparg/Prdx5/Rap1a/Rapgef3/Wnt4,17
1852,Up in XX,Up in XX,GO:0031507,heterochromatin formation,22/3774,90/28891,0.00240443414564577,0.00831436208615696,0.00411591946239822,Atf7ip2/Atrx/Bahd1/Baz1a/Bcl6/Bmyc/Cbx3/Dnmt3a/Eed/H1f0/Jarid2/Kdm1a/Kdm5a/L3mbtl3/Mbd2/Mbd3/Mphosph8/Sirt1/Sirt6/Tex15/Trim28/Ubr5,22
1859,Up in XX,Up in XX,GO:0060071,Wnt signaling pathway, planar cell polarity pathway,12/3774,38/28891,0.00245036113584238,0.00842988867885694,0.0041731094363723,Cthrc1/Dact1/Dvl1/Dvl3/Fzd2/Gpc3/Mllt3/Nkd1/Ryk/Sfrp1/Sfrp2/Wnt11,12
1895,Up in XX,Up in XX,GO:0140718,facultative heterochromatin formation,14/3774,48/28891,0.00256546449549972,0.00867925745680672,0.00429655628603342,Atf7ip2/Bmyc/Dnmt3a/Eed/Jarid2/Kdm1a/Kdm5a/L3mbtl3/Mbd2/Mbd3/Mphosph8/Sirt1/Tex15/Trim28,14
1905,Up in XX,Up in XX,GO:0016575,histone deacetylation,10/3774,29/28891,0.00268604397332735,0.00902054893295006,0.00446550830116731,Hdac11/Hdac7/Hdac8/Hdac9/Mier1/Rbbp7/Sirt1/Sirt4/Sirt7/Tbl1xr1,10
1920,Up in XX,Up in XX,GO:0006457,protein folding,36/3774,173/28891,0.00293542492371948,0.00980156728435708,0.00485214152687184,Ahsa2/Aip/Arl2/Bag1/Cct6b/Clpx/Cryab/Cwc27/Dffa/Dnaja1/Dnaja4/Dnajb1/Dnajb3/Dnajb6/Dnajc1/Dnajc18/Dnlz/Fkbp11/Fkbp6/H2-DMb1/Hsp90ab1/Hspa4l/Hspb2/Hspb6/Pdcl3/Pdrg1/Pfdn4/Pfdn5/Pfdn6/Ppic/Ppil3/Ptges3/Qsox1/Tbcb/Tbcc/Unc45b,36
1926,Up in XX,Up in XX,GO:0031663,lipopolysaccharide-mediated signaling pathway,16/3774,59/28891,0.00298854741102376,0.00994785952859466,0.00492456164630083,Akt1/Cd14/Cd55/Cd84/Irak1/Ly86/Ly96/Mapk14/Myd88/Nos3/Spi1/Stat1/Tifab/Tlr4/Trem2/Trim30a,16
1928,Up in XY,Up in XY,GO:0007059,chromosome segregation,174/3721,416/28891,1.38856426412923e-49,8.84098866971084e-46,4.91551749501749e-46,Aaas/Anapc1/Anapc15/Arhgef10/Aspm/Atm/Aurka/Aurkb/Bag6/Bcl7a/Bcl7c/Bex4/Birc5/Brca1/Brip1/Bub1/Bub1b/Ccnb1/Ccnb2/Cdc20/Cdc6/Cdca2/Cdca5/Cdca8/Cdk1/Cdt1/Cenpc1/Cenpe/Cenpf/Cenph/Cenpi/Cenpj/Cenpk/Cenpl/Cenpm/Cenpn/Cenpo/Cenpp/Cenpq/Cenpu/Cenpw/Cep192/Cep85/Cep97/Chek2/Chmp4c/Chtf18/Cit/Clasp1/Clasp2/Cltc/Ddb1/Dis3l2/Dlgap5/Dsn1/Dync1h1/Ect2/Eml3/Ercc2/Esco2/Espl1/Fam83d/Fancd2/Fbxo5/Flna/Gen1/Golga2/Gpsm2/Gtf2b/Haus2/Haus3/Haus4/Haus5/Haus6/Haus8/Hecw2/Hjurp/Hspa1a/Incenp/Kif11/Kif14/Kif18a/Kif18b/Kif22/Kif23/Kif2c/Kif4/Kifc1/Kifc5b/Knstrn/Kntc1/Kpnb1/Mad2l1/Map1s/Mapre1/Mapre3/Mis12/Mis18a/Mki67/Mms19/Mnd1/Mre11a/Mybl2/Mzt1/Naa60/Ncapd2/Ncapd3/Ncapg/Ncapg2/Ncaph/Ncaph2/Ndc1/Ndc80/Nde1/Ndel1/Nek2/Nsl1/Nuf2/Numa1/Nup62/Nusap1/Oip5/Pcid2/Phf13/Pinx1/Plk1/Pmf1/Ppp2r1a/Prc1/Prickle1/Psmc3ip/Psrc1/Pttg1/Racgap1/Rad18/Rad21/Ran/Rcc1/Rcc2/Rrs1/Sass6/Ska1/Ska2/Ska3/Smarcad1/Smarcc2/Smarcd1/Smc2/Smc4/Spag5/Spc24/Spc25/Spdl1/Spice1/Stag1/Stag2/Stil/Sun1/Syde1/Tacc3/Tex19.1/Top2a/Top3a/Tpx2/Trappc12/Trip13/Ttk/Tubg1/Tubgcp3/Tubgcp6/Ube2c/Uvrag/Xrcc3/Zwilch,174
1929,Up in XY,Up in XY,GO:0140014,mitotic nuclear division,122/3721,267/28891,8.38405647655108e-40,2.66906437931004e-36,1.48397799634954e-36,Aaas/Anapc15/Arhgef10/Atm/Aurka/Aurkb/Birc5/Bora/Bub1/Bub1b/Ccdc8/Ccnb1/Cdc20/Cdca2/Cdca5/Cdca8/Cdk1/Cdt1/Cenpc1/Cenpe/Cenpi/Cenpk/Cep192/Cep85/Cep97/Chek1/Chek2/Chmp4c/Cit/Clasp1/Clasp2/Cltc/Cul7/Cul9/Dis3l2/Dmrt1/Dsn1/Edn1/Eml3/Eps8/Espl1/Fbxo5/Fbxw5/Flna/Gen1/Golga2/Hspa1a/Incenp/Insr/Kif11/Kif14/Kif18a/Kif18b/Kif22/Kif23/Kif2c/Kifc1/Kifc5b/Knstrn/Kntc1/Kpnb1/Mad2l1/Mapre1/Mis12/Mki67/Mtbp/Mybl2/Mzt1/Ncapd2/Ncapd3/Ncapg/Ncapg2/Ncaph/Ncaph2/Ndc80/Nde1/Ndel1/Nek2/Nfe2l1/Nsl1/Nuf2/Numa1/Nup62/Nusap1/Obsl1/Pcid2/Pdgfb/Pebp1/Phf13/Pinx1/Plk1/Ppp2r1a/Prc1/Prickle1/Psrc1/Racgap1/Rad21/Ran/Rcc1/Reep4/Rrs1/Sh2b1/Smc2/Smc4/Spag5/Spc24/Spc25/Spdl1/Sphk1/Spice1/Stag1/Stag2/Tgfa/Tgfb1/Tom1l2/Tpx2/Trip13/Ttk/Tubg1/Ube2c/Xrcc3/Zwilch,122
1932,Up in XY,Up in XY,GO:0006260,DNA replication,121/3721,276/28891,2.94971907181773e-37,3.7561722660527e-34,2.08840110284695e-34,Actr8/Atad5/Bard1/Bcar3/Blm/Brca1/Brpf3/Ccna2/Cdc45/Cdc6/Cdc7/Cdk1/Cdt1/Chaf1a/Chaf1b/Chtf18/Ciz1/Cst3/Ctc1/Dbf4/Ddx11/Dhx9/Dna2/Donson/Dscc1/Dtl/E2f7/E2f8/Eme1/Esco2/Exd2/Fam111a/Fancm/Fbxo5/Fen1/Gen1/Gins1/Gins2/Gli1/Gmnn/Grwd1/Id3/Ino80d/Ino80e/Inppl1/Jade1/Jade3/Jun/Kat7/Lig1/Lig3/Lrwd1/Mapk8/Mcm10/Mcm2/Mcm3/Mcm4/Mcm5/Mcm6/Mcm7/Mcm8/Mcm9/Mcrs1/Mms22l/Mre11a/Nasp/Nfic/Nfrkb/Noc3l/Nucks1/Orc1/Orc2/Orc6/Pcna/Pdgfb/Pif1/Pola1/Pola2/Pold1/Pold2/Pold3/Pole/Pole2/Polg/Polh/Poli/Poll/Polq/Prim1/Prim2/Rad51/Rbbp4/Rbbp8/Recql4/Repin1/Rfc4/Rfc5/Rfwd3/Rnaseh2a/Rpa1/Rpa2/Rrm1/Rtel1/Sin3a/Slx4/Ssrp1/Ticrr/Timeless/Tipin/Tk1/Tonsl/Topbp1/Traip/Trp53/Usp37/Wdhd1/Wiz/Wrn/Zbtb38/Zpr1/Zranb3,121
1937,Up in XY,Up in XY,GO:0044772,mitotic cell cycle phase transition,156/3721,454/28891,1.77153473647786e-32,1.12793616671545e-29,6.27123296713161e-30,Acvr1/Acvr1b/Adamts1/Ambra1/Anapc1/Anapc15/Anp32b/Apex1/Appl2/Atad5/Atm/Aurkb/Bach1/Bard1/Bcl7a/Bcl7c/Birc5/Blm/Brca1/Bub1/Bub1b/Cables1/Cacul1/Calm3/Camk2d/Casp2/Ccna2/Ccnb1/Ccnb2/Ccnf/Cdc20/Cdc25c/Cdc6/Cdc7/Cdca5/Cdca8/Cdk1/Cdk16/Cdkn2b/Cdkn2c/Cenpe/Cenpf/Cenpj/Cep192/Chek1/Chek2/Chmp4c/Cit/Cks2/Clasp1/Clasp2/Clspn/Cradd/Ctc1/Dbf4/Dcun1d3/Ddb1/Donson/Dtl/E2f3/E2f6/E2f7/Eif4ebp1/Eif4g1/Eps8/Ercc2/Fbxo5/Fhl1/Foxm1/Foxo4/Fzr1/Gen1/Hecw2/Hinfp/Hspa2/Hus1/Ier3/Incenp/Ints3/Iqgap3/Jade1/Kank2/Kdm8/Kif14/Klf11/Klhl18/Kntc1/Lats2/Lmnb1/Mad2l1/Mastl/Mbtps1/Mbtps2/Men1/Miip/Mre11a/Mtbp/Nabp1/Nasp/Ndc80/Nes/Nfatc1/Npat/Nuf2/Orc1/Pcid2/Phf8/Pidd1/Pim2/Pinx1/Pkd1/Pkia/Plk1/Pml/Pole/Ppm1d/Rad21/Rbbp8/Rbl1/Rbm38/Rcc1/Rcc2/Rdx/Rfwd3/Rnaseh2b/Rpa2/Rptor/Rrm1/Rrm2/Sass6/Sin3a/Skp2/Smarcc2/Smarcd1/Spc24/Spc25/Spdl1/Stil/Tacc3/Taok2/Tcf19/Tfap4/Tgfb1/Ticrr/Tjp3/Topbp1/Tpd52l1/Trip13/Trp53/Ttk/Ube2c/Usp37/Usp47/Xrcc3/Zpr1/Zwilch,156
1938,Up in XY,Up in XY,GO:0051656,establishment of organelle localization,159/3721,491/28891,9.80263103170414e-30,5.67394107080548e-27,3.15466489565751e-27,Actn4/Ahi1/Arf1/Arhgap21/Arhgef2/Atm/Atp13a2/Aurkb/Bicd2/Birc5/Bloc1s3/Ccdc186/Ccnb1/Cdca5/Cdca8/Cdh3/Cdt1/Cenpa/Cenpc1/Cenpe/Cenpf/Cenpq/Cep120/Chga/Chmp4c/Clasp1/Clasp2/Copg1/Dctn1/Dsn1/Dync1h1/Dynll1/Ect2/Eml3/Enkd1/Exoc2/Exoc4/Exoc6/Exoc6b/Eya1/Ezr/Fam83d/Fhod1/Fnbp1l/Gab2/Gbf1/Gpsm1/Gpsm2/Hap1/Hdac6/Hgs/Hif1a/Hmox1/Htt/Il4ra/Incenp/Insc/Kif14/Kif18a/Kif22/Kif2c/Kif5c/Kifc1/Kifc5b/Knstrn/Kpnb1/Limk2/Llgl1/Llgl2/Lmnb1/Lmnb2/Lrrk2/Mad2l1/Map1b/Map1s/Map2/Map2k1/Map4/Map4k2/Map6/Mapk8/Mapre1/Mis12/Mreg/Myh9/Mylk2/Myo19/Myo1c/Myo1d/Myo7a/Myrip/Naglu/Ndc80/Nde1/Ndel1/Nek2/Nop9/Nppc/Nsl1/Nuf2/Numa1/Nup62/Nusap1/Pdcd6ip/Pef1/Pex14/Pinx1/Plk1/Pmf1/Psrc1/Ptgds/Ptk2/Rab27a/Rac2/Racgap1/Ran/Rbm10/Rcc2/Rhot2/Rrs1/Sapcd2/Scrib/Sdad1/Sec16a/Shroom2/Slc2a4/Spag5/Spc24/Spc25/Spdl1/Spg11/Sphk2/Spice1/Spry1/Stard3/Steap3/Stk25/Sun1/Sun2/Syk/Syne2/Syt11/Tacc1/Tacc2/Tacc3/Tmem201/Trak1/Trak2/Trappc11/Trappc12/Trappc9/Trip11/Tspan4/Tspan9/Tuba1a/Unc13d/Wasl/Wdr11/Xpo1,159
1939,Up in XY,Up in XY,GO:0140694,non-membrane-bounded organelle assembly,139/3721,402/28891,2.20484712683887e-29,1.16985513804859e-26,6.50429902417468e-27,Aaas/Akap13/Arhgef10/Arhgef2/Aspm/Atxn2l/Aup1/Aurka/Aurkb/Birc5/Bop1/C2cd3/Casq1/Casq2/Ccnb2/Cdc20/Cdca8/Cenpa/Cenpc1/Cenpe/Cenph/Cenpj/Cenpk/Cenpw/Cep120/Cep135/Cep152/Cep192/Cep295/Cep44/Cep72/Cep76/Cep85/Cep97/Chek2/Chmp4c/Clasp1/Clasp2/Cltc/Cnot1/Cntrob/Csrp2/Ddb1/Ddx6/Dhx30/Dhx37/Dlgap5/Dock5/Dync1h1/Edc3/Edn1/Eml3/Ezr/Fbxo5/Flna/Fscn1/G3bp1/Golga2/Gpsm2/Gtf2b/Haus2/Haus3/Haus4/Haus5/Haus6/Haus8/Hck/Hspa1a/Incenp/Kat2a/Kif11/Kif23/Kifc1/Kifc5b/Kntc1/Kpnb1/Limd1/Lsm4/Mapk8/Mapre1/Mapre3/Mdm1/Mef2c/Mfn2/Mis12/Mospd2/Mrps2/Mrto4/Msn/Mybl2/Mybpc3/Mylk3/Myoz2/Mzt1/Ndc80/Nek2/Nle1/Noa1/Nop2/Numa1/Nup62/Patl1/Pla2g4c/Plec/Plk1/Plk4/Poc1b/Pogz/Ppan/Prc1/Prickle1/Prox1/Prrc2c/Pwp2/Racgap1/Rbm14/Rcc1/Rpl10/Rrs1/Rttn/Sass6/Spag5/Spice1/Sqle/Src/Stag1/Stag2/Stil/Surf6/Tmod1/Tns3/Tpx2/Trappc12/Tubgcp3/Tubgcp6/Ubap2l/Wdr62/Wnk3/Zar1,139
1952,Up in XY,Up in XY,GO:0001667,ameboidal-type cell migration,141/3721,471/28891,8.38211136477407e-23,2.13475612238066e-20,1.18690696925201e-20,Abl1/Actn4/Acvr1/Acvr1b/Acvrl1/Adam9/Adamts9/Adgra2/Adipor2/Agt/Akap12/Amotl2/Anln/Anxa3/Appl2/Arf6/Arhgap4/Arsb/Atoh8/Atp2b4/Bcar1/Bmper/Calr/Cap1/Card10/Ccr6/Cdh13/Cenpv/Clasp1/Clasp2/Col18a1/Coro1c/Cxcl12/Cxcr4/Daam2/Dab2ip/Dock5/Dusp10/Edn1/Epha2/Eppk1/Erbb4/Fgf18/Fndc3b/Gab2/Gdnf/Gna12/Grn/Hbegf/Hdac5/Hdac6/Hif1a/Hmox1/Hspb1/Insl3/Irs2/Itga11/Itga3/Itgav/Itgb3/Jun/Jup/Kank1/Kank2/Lgmn/Loxl2/Lrp5/Mef2c/Megf8/Mesp2/Mtor/Myh9/Notch1/Nr4a1/Nrp2/P2rx4/Pak3/Patz1/Paxip1/Pdgfb/Pdlim1/Pecam1/Phactr4/Pik3c2a/Pik3cd/Pik3r2/Pkn1/Pkn3/Plcg1/Plec/Plekhg5/Pml/Ppard/Ppm1f/Prkce/Prkd2/Prox1/Ptk2/Ptk2b/Ptpn11/Ptpn23/Ptprm/Ptprr/Pxn/Radil/Rcc2/Robo1/Rreb1/Scarb1/Schip1/Sema3b/Sema3c/Sema3g/Sema4a/Sema4c/Sema4d/Sema5a/Sema5b/Sema6c/Sema7a/Smoc2/Sox10/Sox8/Sox9/Sp1/Sparc/Src/Syde1/Tbx1/Tbxa2r/Tgfb1/Tmem201/Tmigd1/Tns1/Tns3/Tsc2/Vash1/Vhl/Vstm4/Wasf2/Zeb2,141
1956,Up in XY,Up in XY,GO:0034504,protein localization to nucleus,111/3721,335/28891,4.94547752404118e-22,1.08578811708863e-19,6.03689325348475e-20,Abca7/Adar/Agap3/Agt/Appl2/Atp13a2/Bard1/Brca1/Cabp1/Calr/Card10/Cdk1/Cdkl5/Chchd10/Chp2/Ciz1/Cry2/Cse1l/Dclk3/Dcp1b/Ddx5/E2f3/Ect2/Eif2ak3/Fam53a/Fam53c/Fgf9/Flna/Fyn/Heatr3/Htt/Ipo13/Ipo4/Ipo7/Ipo8/Jak1/Jup/Kat7/Kpna2/Kpna3/Kpna6/Kpnb1/Lats2/Limk2/Lmnb1/Lmnb2/Lrrk2/Lzts2/Maged1/Mcrs1/Med1/Mtor/Nf2/Nfkbia/Nolc1/Notch1/Nr5a1/Nuak2/Nup107/Nup133/Nup155/Nup188/Nup214/Nup35/Nup62/Nup62cl/Nup85/Nutf2/Ormdl3/Otud7b/Pik3r2/Pinx1/Pkia/Plk1/Pml/Pola2/Polr1a/Pom121/Prickle1/Ptpn5/Rab23/Ran/Ranbp2/Rangap1/Rrs1/Sesn2/Sin3a/Sox9/Spg11/Sqstm1/Src/Stk4/Sun1/Sun2/Supt7l/Syk/Tgfb1/Tmem201/Tnfrsf1a/Tnpo1/Tnpo2/Tor1aip1/Trp53/Tsc2/Tyk2/Uaca/Wrap53/Wrn/Xpo1/Zbtb7a/Zpr1,111
1957,Up in XY,Up in XY,GO:0006913,nucleocytoplasmic transport,116/3721,359/28891,6.00320266470439e-22,1.1966586739492e-19,6.65332449470736e-20,Aaas/Adar/Agap3/Agt/Akap13/Alkbh5/Ankle1/Anp32b/Appl2/Bard1/Brca1/Cabp1/Calr/Casc3/Cchcr1/Cdk1/Chp2/Cited1/Cpsf6/Cry2/Cse1l/Ddx19a/Ddx19b/Ddx39b/Ddx5/Dhx9/Dnajc27/Dusp16/E2f3/Ect2/Eif4a3/Fam53a/Fam53c/Fgf9/Flna/Gle1/Gm4301/Heatr3/Hnrnpa2b1/Hspa9/Ier3/Ipo13/Ipo4/Ipo7/Ipo8/Jup/Kpna2/Kpna3/Kpna6/Kpnb1/Lrrk2/Mcm3ap/Med1/Mlxip/Ncbp1/Ndc1/Nfkbia/Nol6/Nolc1/Nop9/Notch1/Nrde2/Nup107/Nup133/Nup155/Nup160/Nup188/Nup210/Nup214/Nup35/Nup62/Nup62cl/Nup85/Nupl2/Nutf2/Nxf2/Nxf3/Pcid2/Pik3r2/Pkd1/Pkia/Pml/Pola2/Pom121/Ppm1a/Prickle1/Ptpn11/Ptpn5/Rab23/Rae1/Ran/Ranbp2/Rangap1/Rbm10/Sdad1/Sfn/Spg11/Sqstm1/Srsf3/Stk4/Supt6/Syk/Tgfb1/Tnfrsf1a/Tnpo1/Tnpo2/Trp53/Tsc1/Tsc2/Uaca/Xpo1/Xpo4/Xpo5/Xpo7/Xpot/Zpr1,116
1959,Up in XY,Up in XY,GO:0043087,regulation of GTPase activity,113/3721,345/28891,6.01430462798405e-22,1.1966586739492e-19,6.65332449470736e-20,Agap3/Agrn/Ajuba/Akt2/Als2/Als2cl/Arap1/Arhgap17/Arhgap27/Arhgap9/Arhgef10/Arhgef16/Arhgef7/Arrb1/Asap2/Bcar3/Cblb/Ccl17/Ccpg1/Cdkl5/Coro1c/Crkl/Cx3cl1/Dab2ip/Dennd1a/Dock10/Dock6/Dvl2/Dynlt1a/Dynlt1c/Dynlt1f/Ect2/Epha1/Epha2/Epha5/Erbb2/Evi5l/F2r/Fgd6/Foxj1/Gmip/Gnb5/Gpsm1/Grhl3/Iqgap2/Lrch1/Lrrk2/Map2k1/Mlst8/Mtor/Myo9b/Ndel1/Nedd9/Pecam1/Plekhg4/Plxna1/Plxnb1/Plxnb2/Plxnb3/Plxnc1/Ptk2b/Rab3gap2/Rabgap1/Ralgapa2/Ralgps1/Ralgps2/Rangap1/Rap1gap/Rapgef6/Rasal1/Rasgef1b/Rasgef1c/Rasgrf2/Rasgrp3/Rcc2/Rdx/Rgma/Rgs11/Rgs16/Rictor/Rtn4r/S1pr1/Scrib/Sema4d/Sgsm3/Sh3bp4/Sipa1/Sipa1l1/Sipa1l3/Slc27a4/Smcr8/Snx18/Spry1/Srgap2/Stmn1/Tbc1d10a/Tbc1d17/Tbc1d20/Tbc1d22a/Tbc1d22b/Tbc1d25/Tbc1d2b/Tbc1d5/Tbc1d8/Tbc1d9/Tbc1d9b/Tiam1/Tiam2/Tns3/Tsc1/Tsc2/Usp6nl/Wdr41,113
1961,Up in XY,Up in XY,GO:0007264,small GTPase mediated signal transduction,130/3721,428/28891,9.75145748431817e-22,1.82610381772511e-19,1.01529880866136e-19,Abl1/Adcyap1r1/Adgrg1/Akap13/Als2/Apoc3/Arf6/Arfgap1/Arfgef2/Arhgap17/Arhgap18/Arhgap19/Arhgap31/Arhgap32/Arhgap33/Arhgdia/Arhgdig/Arhgef18/Arhgef2/Arhgef3/Arhgef7/Arrb1/Auts2/Baiap2/Bcar3/Bnip2/Brk1/Cadm4/Camk2d/Cbl/Cdc42ep1/Cdc42ep4/Cdc42se1/Cdc42se2/Cdh13/Celsr1/Cgnl1/Cnksr1/Csf1/Cyth1/Cyth3/Dab2ip/Dennd1a/Dennd3/Dennd4b/Dhcr24/Dnm2/Dock10/Dock5/Dock6/Dok1/Dok5/Dynlt1a/Dynlt1c/Dynlt1f/Elmo1/Eps8/Erbb2/F11r/F2r/Foxm1/Gna12/Gpsm2/Hmox1/Icmt/Iqgap3/Itga3/Itgav/Itpkb/Kank1/Kank2/Kbtbd6/Kctd13/Kif14/Kndc1/Kpnb1/Lpar2/Map2k1/Mfn2/Mmd2/Mras/Myo9b/Nisch/Notch1/Nup62/Pecam1/Phactr4/Plce1/Plekhg5/Rab33b/Rac2/Racgap1/Ralgapa2/Ralgps1/Ralgps2/Rap1gap/Rap2a/Rapgef6/Rasal1/Rasgef1b/Rasgef1c/Rasgrf2/Rasgrp3/Rassf1/Rdx/Rgl2/Rhebl1/Rhobtb2/Rhot2/Rnd3/Robo1/Rtkn/Rtn4r/Sh2b2/Shtn1/Sipa1/Sipa1l1/Sipa1l3/Spry1/Spry4/Src/Stard8/Stmn1/Syde1/Syde2/Tiam1/Tiam2/Tns3/Tsc2/Wasf2,130
