,Cluster,cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
99,a,a,GO:0034765,regulation of monoatomic ion transmembrane transport,82/1889,490/28891,3.57626220178833e-15,2.15551076344151e-13,1.20349493553004e-13,Abcc9/Ager/Agtr1a/Ahnak/Ank2/Ano9/Arc/Asic2/Bcl2/Bmp4/Cacna2d1/Cacnb1/Cacnb3/Cacng4/Capn3/Catsper2/Clic4/Dpp6/Drd4/Edn3/Ednra/Ehd3/Ephb2/F2r/Fgf12/Fgf14/Fmr1/Fxyd1/Gal/Gopc/Gper1/Grip1/Hvcn1/Jph2/Jph3/Kcnab1/Kcnab2/Kcnb2/Kcne4/Kcnip1/Kcnip2/Kcnip3/Kcnip4/Kcnj13/Kcnj14/Kcnj8/Kcns3/Lhcgr/Myo5a/Nlgn3/Oprk1/Oprl1/Osr1/Pcsk9/Pde4b/Pde4d/Pkd2/Plcb1/Prkd1/Prnp/Prss8/Ptger3/Rapgef3/Rem1/Rgs4/Rgs9/Ripk1/Sestd1/Slmap/Snca/Snta1/Snx27/Stac/Stim2/Tcaf1/Tcirg1/Tgfb2/Thy1/Tmem38a/Trpc6/Trpm5/Ubqln1,82
109,a,a,GO:0003018,vascular process in circulatory system,53/1889,247/28891,1.11481232817822e-14,6.10283042407286e-13,3.40741769066543e-13,Abcg2/Acta2/Adora2a/Adora2b/Adra1d/Ager/Agtr1a/Agtr2/Angpt1/Asic2/Avpr1a/C2cd4b/Cacna1g/Cd36/Ctnnbip1/Cysltr1/Dbh/Dusp5/Edn3/Ednra/Egfr/F2r/Fermt2/Foxc1/Foxc2/Gclm/Gper1/Il18/Itga1/Kcnj8/Kdr/Klf2/Mgll/Npy1r/Nr3c1/Pde3a/Plvap/Prkg1/Ptger3/Ptgs1/Ptprj/Ramp2/Rbfox2/Scnn1b/Serpinf2/Slc5a6/Slit2/Smtnl1/Snta1/Tbxas1/Tgfbr3/Wdr35/Zeb2,53
110,a,a,GO:0090132,epithelium migration,63/1889,330/28891,1.2284454852664e-14,6.66375837325871e-13,3.72060283336665e-13,Adora2b/Adtrp/Ager/Akt3/Angpt1/Angpt2/Angpt4/Bmp4/Ccbe1/Cdh13/Cxcl12/Cxcl13/Cyp1b1/Dcn/Dock1/Dpp4/Efna1/Efnb2/Egr3/Emp2/Ets1/Fap/Fgf10/Fgf7/Fgfr1/Foxc2/Foxp1/Fstl1/Gata3/Glipr2/Hdac7/Hdac9/Hyal1/Igf1/Irs1/Kdr/Kit/Map4k4/Mapre2/Mcc/Met/Nanos1/Nr2f2/Nrp1/Prkd1/Prox1/Rhoj/Rras/Rtn4/Sh3bp1/Slit2/Snai1/Snai2/Srpx2/Stard13/Tek/Tgfb2/Tgfbr1/Tgfbr2/Tgfbr3/Vegfc/Wnt5a/Zeb2,63
112,a,a,GO:0003012,muscle system process,76/1889,446/28891,1.38111397061256e-14,7.35813130593318e-13,4.10829484679395e-13,Abcc9/Ace2/Acta2/Actc1/Actn3/Adora2b/Agtr2/Ank2/Apbb1/Arg2/Bmp4/Cacna1g/Cacna2d1/Cacnb1/Calcrl/Cald1/Ctdp1/Dbn1/Edn3/Ednra/Ehd3/F2r/Foxp1/Fxyd1/Gata5/Gper1/Hand2/Hey2/Igf1/Igfbp5/Inpp5f/Jarid2/Kcne4/Kcnip2/Kcnj8/Kit/Lmcd1/Map2k4/Meis1/Met/Myh11/Myh13/Myoc/Myocd/Npnt/Npy1r/Nr3c1/Pak1/Pde4b/Pde4d/Prkd1/Prkg1/Ptger3/Ptger4/Ptgs1/Rcsd1/Rem1/Rgs4/Scnn1b/Snta1/Srsf1/Stac/Sulf1/Sulf2/Tbx2/Tbx20/Tbx3/Tmem38a/Tnnt2/Tnnt3/Tomm70a/Tpm1/Tpm2/Tpm4/Trim63/Tshz3,76
115,a,a,GO:0032409,regulation of transporter activity,60/1889,307/28891,1.76167600158399e-14,9.14080060995799e-13,5.10361972083601e-13,Abcc9/Ace2/Ager/Ahnak/Ank2/Ano9/Arc/Asic2/Bcl2/Bmp4/Cacna2d1/Cacnb1/Cacnb3/Cacng4/Cnih2/Cttnbp2nl/Dlg4/Drd4/Ednra/Ehd3/Ephb2/Fgf12/Fgf14/Fmr1/Fxyd1/Gal/Gopc/Gper1/Grip1/Jph2/Jph3/Kcnab1/Kcne4/Kcnj8/Mapk8ip2/Myo5a/Ndfip2/Nlgn2/Nlgn3/Nrxn1/Oprl1/Osr1/Pcsk9/Pde4b/Pde4d/Pkd2/Plcb1/Prnp/Rapgef3/Rem1/Rgs9/Ripk1/Slmap/Snca/Snx27/Stac/Stim2/Tcaf1/Trpc6/Ubqln1,60
124,a,a,GO:0007611,learning or memory,62/1889,331/28891,4.91315312438199e-14,2.36425683009575e-12,1.32004496083777e-12,Abi2/Ager/Amph/Arc/Asic1/B4galt2/Bdnf/Braf/Brinp1/Cck/Chrd/Chrna7/Clstn2/Cnr1/Cntnap2/Cux2/Dbh/Dkk1/Drd4/Egfr/Ephb2/Foxp2/Fzd9/Igf1/Itga8/Jph3/Kcnab1/Kit/Klk8/Kras/Lrrn4/Mapk8ip2/Mdk/Meis2/Ncam1/Nlgn3/Nptx2/Nrg1/Nrxn1/Nrxn2/Nrxn3/Ntf3/Ntrk2/Oprk1/Oprl1/Pafah1b1/Pak1/Pde1b/Pde4d/Plcb1/Prkar2b/Prnp/Ptchd1/Ptgs1/Ptn/Rapgef3/Snap25/Sorcs3/Syt4/Th/Tpbg/Ube3a,62
134,a,a,GO:0007269,neurotransmitter secretion,42/1889,174/28891,9.4407220826522e-14,4.17279916053227e-12,2.32981562507557e-12,Adora2a/Asic1/Braf/Cask/Ctbp2/Doc2g/Drd4/Dtnbp1/Edn3/Fbxo45/Fmr1/Ica1/Kcnj8/Lin7a/Mctp1/Ncs1/Npy1r/Nrxn1/Nrxn2/Nrxn3/Ntrk2/Pak1/Ppfia2/Ppp1r9a/Prrt2/Ptger4/Rab5a/Rap1a/Rap1b/Snap25/Snca/Sncaip/Stx11/Stx2/Stx3/Stxbp1/Stxbp5/Sv2a/Sv2b/Syt1/Syt4/Syt5,42
135,a,a,GO:0099643,signal release from synapse,42/1889,174/28891,9.4407220826522e-14,4.17279916053227e-12,2.32981562507557e-12,Adora2a/Asic1/Braf/Cask/Ctbp2/Doc2g/Drd4/Dtnbp1/Edn3/Fbxo45/Fmr1/Ica1/Kcnj8/Lin7a/Mctp1/Ncs1/Npy1r/Nrxn1/Nrxn2/Nrxn3/Ntrk2/Pak1/Ppfia2/Ppp1r9a/Prrt2/Ptger4/Rab5a/Rap1a/Rap1b/Snap25/Snca/Sncaip/Stx11/Stx2/Stx3/Stxbp1/Stxbp5/Sv2a/Sv2b/Syt1/Syt4/Syt5,42
137,a,a,GO:0043523,regulation of neuron apoptotic process,59/1889,310/28891,9.77149301671309e-14,4.2559488197611e-12,2.37624090648459e-12,Adora2a/Ager/Amigo2/Angpt1/Arrb2/Ascl1/Bag1/Bcl2/Bcl2l11/Bdnf/Braf/Clcf1/Cntfr/Dkk1/Epha7/Esr1/F2r/Fgf20/Fgfr3/Fmr1/Fzd1/Fzd9/Gata3/Gclm/Grik2/Hsph1/Il18/Il6st/Isl1/Itga1/Kcnip3/Kdr/Kras/Map2k4/Mcl1/Mdk/Ncf2/Nefl/Ngfr/Nr3c1/Nrp1/Ntf3/Ntrk2/Nupr1/Pcsk9/Pmaip1/Ppp2r2b/Prkci/Prnp/Ripk1/Sarm1/Sema3e/Six4/Snca/St8sia2/Stxbp1/Tfap2b/Tgfb2/Tox3,59
139,a,a,GO:0022604,regulation of cell morphogenesis,55/1889,277/28891,1.09254982123933e-13,4.69010416067272e-12,2.6186445923684e-12,Arc/Bcl11a/Bves/Cask/Cdc42ep3/Cpne5/Crk/Cux1/Cux2/Dbn1/Dlc1/Dlg4/Dmtn/Efna5/Epha4/Ephb2/Fam171a1/Fblim1/Fbxo31/Fermt2/Fmnl3/Fn1/Fzd4/Gas2/Grip1/Hpn/Kdr/Kif3a/Kit/Lpar1/Marcks/Met/Mfn1/Msn/Myh10/Ntng1/Pafah1b1/Pakap/Palm/Palm3/Palmd/Plekho1/Ptn/Rac3/Rhoj/Rhou/Sema3e/Sh3glb1/Shroom3/Syt1/Syt4/Tpm1/Wasf3/Wnt5a/Ypel4,55
144,a,a,GO:0018212,peptidyl-tyrosine modification,60/1889,324/28891,2.10918346884173e-13,8.73992899901293e-12,4.87979947286848e-12,Abi2/Agtr1a/Angpt1/Angpt4/Arl2bp/Arrb2/Cck/Cd24a/Cd36/Clcf1/Cntn1/Ctf1/Ddr2/Dlg4/Dmtn/Efna1/Efna5/Egfr/Epha3/Epha4/Epha7/Ephb2/Fer/Fgf10/Fgf7/Fgfr1/Fgfr2/Fgfr3/Ghr/Hdac2/Hes1/Hgf/Igf1/Il15/Il18/Il6st/Inpp5f/Isl1/Kdr/Kit/Neurl1a/Nox4/Nrg1/Nrp1/Ntf3/Pdgfc/Pdgfd/Pdgfrb/Pkdcc/Prnp/Ptger4/Ptpn4/Ptprj/Sfrp1/Sfrp2/Tek/Thy1/Tpst1/Traf3ip1/Vps25,60
150,a,a,GO:0032970,regulation of actin filament-based process,68/1889,402/28891,4.85560080430935e-13,1.93155799995426e-11,1.07845449443081e-11,Abi2/Abracl/Acta2/Add2/Ank2/Ankrd23/Ap1ar/Arhgap28/Arhgap6/Arhgef19/Braf/Cd2ap/Cd47/Cdc42ep3/Cnn2/Cotl1/Crk/Dbn1/Dixdc1/Dlc1/Dmtn/Efna5/Eln/Epha3/Fer/Fermt2/Fhod1/Frmd6/Fxyd1/Gba2/Hdac2/Lpar1/Met/Myoc/Nox4/Nrp1/Pak1/Pard3/Pde4b/Pde4d/Pdgfrb/Pdxp/Pik3r1/Plek/Plekhg2/Ppp1r9a/Prex1/Prkd1/Prox1/Ptger3/Ptger4/Rac3/Rapgef3/Rgs4/Serpinf2/Sh3bp1/Sh3pxd2b/Slit2/Snx9/Tgfb2/Tgfbr1/Tmeff2/Tnnt2/Tpm1/Wasf3/Wnt11/Wnt4/Zeb2,68
157,a,a,GO:0006935,chemotaxis,74/1889,462/28891,7.63279288295803e-13,2.90094746067583e-11,1.61969758461697e-11,Ackr3/Ager/Agtr1a/Angpt1/Angpt2/Arrb2/Ccr7/Cdh13/Crk/Csf1/Cxcl12/Cxcl13/Cxcl14/Cysltr1/Dpep1/Dpp4/Ecscr/Edn3/Ednra/Efnb2/Egr3/Eng/Fer/Fgf10/Fgf7/Fgfr1/Fn1/Gpsm3/Hgf/Itga1/Itga9/Kdr/Kit/Lbp/Lef1/Lgals9/Lox/Lpar1/Lsp1/Lyst/Mapk1/Mdk/Met/Nrg1/Nrp1/Ntf3/Ntrk3/Pde4b/Pde4d/Pdgfd/Pdgfrb/Pgf/Pla2g7/Ppbp/Prex1/Prkd1/Ptn/Ptprj/Rac3/Rarres2/Robo2/Sema3d/Sema3e/Sema4f/Sema6a/Slit2/Slit3/Snai2/Stx3/Tpbg/Unc5c/Vcam1/Vegfc/Wnt5a,74
169,a,a,GO:0032963,collagen metabolic process,33/1889,123/28891,1.79631611636925e-12,6.34237767241143e-11,3.54116506278958e-11,Adamts3/Adora2b/Ager/Arrb2/Bmp4/Col1a1/Col1a2/Creb3l1/Ddr2/Emilin1/Eng/F2r/Fap/Fgfr3/Fn1/Gli2/Il18/Larp6/Mfap4/Mmp14/Mmp16/Mmp19/Mrc2/P3h2/P3h3/Pdgfrb/Prtn3/Rap1a/Rapgef3/Serpinf2/Tgfbr3/Tns2/Wnt4,33
171,a,a,GO:0050867,positive regulation of cell activation,72/1889,454/28891,2.53907365301105e-12,8.86003069445433e-11,4.94685633227452e-11,Acta2/Adora2b/Ager/Ap1g1/Arid2/Atp11c/Bcl2/Bmi1/Btn2a2/Capn3/Cbfb/Ccr7/Cd1d1/Cd24a/Cd47/Cd55/Cd59a/Cd83/Cdkn1a/Clcf1/Ddr2/Dgat1/Dock8/Dpp4/Efnb2/Efnb3/Egr3/Ephb2/Exosc6/Fgf10/Fgfr1/Gata3/Gli3/H2-DMb2/Hes1/Hlx/Hsph1/Igf1/Il15/Il18/Il1rl2/Il2rg/Il33/Il6st/Lbp/Lef1/Lgals1/Lgals9/Lyst/Mdk/Mlh1/Mmp14/Nfkbid/Pdgfrb/Peli1/Phf10/Pld2/Plek/Ptprj/Rps6ka1/Smarcc1/Smarcd2/Smarcd3/Stxbp1/Tcf3/Tgfbr2/Thy1/Tnfsf9/Vcam1/Wnt5a/Zbtb16/Zfp609,72
181,a,a,GO:0099003,vesicle-mediated transport in synapse,51/1889,270/28891,6.13334674432849e-12,2.0219712720115e-10,1.12893529780748e-10,Amph/Arc/Braf/Cask/Cd24a/Cdh2/Clstn1/Ctbp1/Ctbp2/Dnm1/Dnm3/Drd4/Dtnbp1/Efnb2/Fbxo45/Fcho2/Fgf14/Fmr1/Grip1/Lpar1/Ncs1/Nlgn2/Nlgn3/Npy1r/Nrg1/Nrxn1/Nsg1/Ophn1/Pls3/Ppfia2/Prrt2/Rab5a/Rap1a/Rap1b/Sh3gl3/Slc18a2/Snap25/Snca/Snx9/Stx11/Stx2/Stx3/Stxbp1/Stxbp5/Sv2a/Sv2b/Syndig1/Syt1/Syt4/Syt5/Th,51
186,a,a,GO:0006836,neurotransmitter transport,46/1889,230/28891,8.50314830804387e-12,2.72786483624181e-10,1.52305967147475e-10,Adora2a/Asic1/Braf/Cask/Ctbp2/Doc2g/Drd4/Dtnbp1/Edn3/Fbxo45/Fmr1/Ica1/Kcnj8/Lin7a/Mctp1/Ncs1/Npy1r/Nrxn1/Nrxn2/Nrxn3/Ntrk2/Pak1/Ppfia2/Ppp1r9a/Prrt2/Ptger4/Rab5a/Rap1a/Rap1b/Slc18a2/Slc22a3/Slc6a13/Snap25/Snca/Sncaip/Stx11/Stx2/Stx3/Stxbp1/Stxbp5/Sv2a/Sv2b/Syt1/Syt4/Syt5/Th,46
190,a,a,GO:0001558,regulation of cell growth,71/1889,459/28891,1.18802614809989e-11,3.7310273819537e-10,2.08315942312252e-10,Avpr1a/Bcl11a/Bcl2/Bdnf/Cdh1/Cdkn1a/Clstn1/Cpne5/Crabp2/Crk/Ctdp1/Cxcl12/Dbn1/Dcun1d5/Dnph1/Eaf2/Efna5/Egfr/Ei24/Epha7/Fn1/Foxp1/Frzb/Gas1/Hpn/Hyal1/Igf1/Igfbp5/Igfbp7/Lgi1/Mgll/Mmp14/Msx1/Myocd/Nanos1/Nr3c1/Nrg1/Nrp1/Ntrk3/Olfm1/Pafah1b1/Pak1/Prdm4/Ptch2/Ptprj/Rgs4/Rtn4/Rufy3/Sema3d/Sema3e/Sema4f/Sema6a/Sfrp1/Sfrp2/Sh3glb1/Slit2/Slit3/Syt1/Syt4/Tgfb2/Tgfbr1/Tnc/Tomm70a/Trim46/Tro/Ttl/Ulk2/Uri1/Vgll4/Wnt11/Wnt5a,71
209,a,a,GO:0009100,glycoprotein metabolic process,59/1889,354/28891,3.12727791549693e-11,8.92845326400486e-10,4.9850589788707e-10,Adamts12/Ago2/Alg10b/Alg9/B3galt1/B3gnt5/B3gnt7/B3gnt9/B4galt5/Bcl2/Ccr7/Cela1/Chst11/Chst14/Chst7/Chsy1/Csgalnact1/Dse/Edem1/Engase/Gal3st4/Galnt14/Galnt3/Gcnt2/Gfpt2/Gxylt1/Gxylt2/Hpse/Hs2st1/Hs3st3b1/Hyal1/Igf1/Il15/Il33/Itm2a/Man1a/Man2a1/Mgat3/Ndst4/Necab2/Ogt/Plcb1/Porcn/Ptx3/Pxylp1/Slc2a10/Slc39a8/St3gal1/St6galnac2/St6galnac3/St8sia2/St8sia4/Stt3b/Sulf1/Sulf2/Tet2/Tmem165/Tmtc4/Xylt2,59
214,a,a,GO:0030278,regulation of ossification,34/1889,144/28891,4.0042489914075e-11,1.11651185662283e-09,6.2338652522404e-10,Actn3/Bcl2/Bmp4/Bmpr1b/Chsy1/Creb3l1/Csf1/Ddr2/Dhrs3/Dkk1/Dlk1/Ecm1/Fgfr3/Fzd9/Gfra4/Mapk1/Mapk14/Mdk/Mgp/Notum/Osr1/Osr2/Pbx1/Pkdcc/Ptger4/Ptn/Sfrp1/Sgms2/Sox11/Tmem119/Twist1/Wnt4/Wnt5a/Zbtb16,34
217,a,a,GO:0034446,substrate adhesion-dependent cell spreading,28/1889,102/28891,4.66991056279835e-11,1.28411780314368e-09,7.16966622908406e-10,Ap1ar/Braf/Bves/Crk/Dbn1/Dmtn/Dock1/Efna1/Efna5/Fbln1/Fer/Fermt2/Fn1/Fzd4/Fzd7/Itga8/Lamc1/Lamc2/Lims2/Mdk/Myoc/Nrp1/Postn/Prex1/Rac3/Sfrp1/Tek/Triobp,28
221,a,a,GO:0033674,positive regulation of kinase activity,66/1889,426/28891,5.84677720324105e-11,1.57862984487508e-09,8.81402707704593e-10,Abi2/Ager/Agtr1a/Angpt1/Arrb2/Ccr7/Cd24a/Cdkn1a/Csf1/Ddr2/Dgkz/Dkk1/Dlg4/Drd4/Edn3/Efna1/Egfr/Emp2/Epha4/Fermt2/Fgfr1/Fgfr2/Fgfr3/Fzd4/Ghr/Hnf1a/Igf1/Il18/Irgm2/Irs1/Kdr/Kit/Kras/Map2k4/Marcks/Met/Neurl1a/Nox4/Nrg1/Nrxn1/Ntf3/Ntrk2/Ntrk3/Pak1/Pdgfc/Pdgfd/Pdgfrb/Pkd2/Ppp1r9a/Prnp/Prox1/Rap1a/Rassf2/Ret/Ror1/Sh3glb1/Snca/Snx9/Tab2/Tek/Tgfb2/Traf4/Vegfc/Vldlr/Wnt5a/Zeb2,66
226,a,a,GO:1990778,protein localization to cell periphery,63/1889,400/28891,7.91689042751727e-11,2.09026925579626e-09,1.16706838393536e-09,Adam22/Ank2/C2cd5/Cacnb3/Cask/Cdh1/Cdh2/Clstn1/Dchs1/Dlg4/Dpp6/Egfr/Ehd2/Ehd3/Emp2/Epha3/Ephb2/Fcho2/Fyb/Gga2/Gnai1/Gper1/Grip1/Kcnb2/Kcnip3/Kcnip4/Lgi1/Lin7a/Mal/Mmp14/Myo5a/Neto2/Nptx2/Nrxn1/Nrxn3/Nsg1/Ogt/Pacs1/Palm/Pid1/Pik3r1/Pkdcc/Prkci/Prnp/Ptpn9/Rab10/Rab34/Rab38/Rab8b/Ramp2/Rap1a/Slmap/Snap25/Snca/Snx27/Stac/Stx3/Stxbp1/Sytl2/Tmem150a/Tpbg/Vti1b/Ypel4,63
240,a,a,GO:0001764,neuron migration,41/1889,206/28891,1.32951508610831e-10,3.30550688283677e-09,1.84557686295298e-09,Abi2/Acap3/Apbb1/Arx/Ascl1/Cck/Cdh1/Col3a1/Crk/Cxcl12/Fbxo31/Fbxo45/Flrt2/Gata3/Gpm6a/Igsf10/Kirrel3/Lrp12/Mark1/Mdk/Met/Myh10/Nr2f1/Nr2f2/Nrg1/Nrp1/Ntng1/Ntrk2/Ntrk3/Pafah1b1/Phactr1/Pitx2/Prkg1/Sema3e/Sema6a/Tbx20/Top2b/Trim46/Twist1/Unc5c/Zfp609,41
241,a,a,GO:1901652,response to peptide,69/1889,464/28891,1.3806752049811e-10,3.41846014444905e-09,1.90864250874216e-09,Adora2b/Ager/Agtr1a/Agtr2/Akt3/Ano1/Braf/C2cd5/Cacna2d1/Cacnb1/Card9/Cd36/Chrna7/Chuk/Col3a1/Crk/Cyp11b1/Ednra/Eif2b5/Epha4/Fer/Foxc2/Ghr/Gnas/Gper1/Grb10/Hdac9/Igf1/Il18/Irf5/Irs1/Kcnj8/Lhcgr/Mapk1/Mapk14/Marcks/Myo5a/Ncoa5/Ngfr/Ogt/Oprk1/Pak1/Pcsk9/Pde3b/Pid1/Pik3r1/Plcb1/Pld2/Prkaa1/Prkci/Prkd1/Prnp/Ptprj/Rab10/Rarres2/Rps6kb1/Scly/Scnn1a/Scnn1b/Smarcc1/Stat2/Stxbp4/Tcf12/Tgfbr3/Tns2/Uso1/Vcam1/Vwa2/Zfp106,69
247,a,a,GO:0035249,synaptic transmission, glutamatergic,31/1889,129/28891,1.78326605076919e-10,4.30799535422662e-09,2.40530025599168e-09,Adora2a/Cacng4/Cdh2/Cdh8/Cnih2/Cnr1/Dgkz/Dkk1/Dtnbp1/Egfr/Gria2/Gria3/Gria4/Grid1/Grik1/Grik2/Grin3a/Kcnj8/Mapk8ip2/Myo5a/Ngfr/Nlgn2/Nlgn3/Nr3c1/Nrxn1/Ntrk2/Ophn1/Pak1/Stxbp1/Syt1/Tshz3,31
250,a,a,GO:0042060,wound healing,59/1889,370/28891,1.91013692599536e-10,4.55911481496573e-09,2.54550878769487e-09,Abi3bp/Adamts18/Adtrp/Ahnak/Arhgap24/Arhgef19/Bnc1/Cask/Cd36/Cdkn1a/Cfh/Chmp4b/Cldn1/Cnn2/Col3a1/Crk/Ddr2/Dmtn/Dtnbp1/Emilin2/Eng/Ephb2/F2r/Fbln1/Fermt2/Fgf10/Fn1/Foxc2/Fzd7/Gnas/Hpse/Igf1/Kdr/Lyst/Myh10/Nrg1/Pak1/Pard3/Pear1/Plaur/Plek/Plet1/Prkg1/Procr/Pros1/Ptger4/Ptprj/Scnn1b/Serpinf2/Serping1/Snai2/Stxbp1/Tec/Tfpi/Thbd/Tmeff2/Tpm1/Wnt4/Wnt5a,59
257,a,a,GO:0010712,regulation of collagen metabolic process,21/1889,63/28891,2.29459405163038e-10,5.30691577754979e-09,2.96303148649945e-09,Adora2b/Ager/Arrb2/Bmp4/Creb3l1/Ddr2/Emilin1/Eng/F2r/Fap/Fgfr3/Fn1/Gli2/Il18/Larp6/Mfap4/Pdgfrb/Rap1a/Rapgef3/Serpinf2/Wnt4,21
265,a,a,GO:0007626,locomotory behavior,48/1889,273/28891,3.33233917333508e-10,7.5034218291662e-09,4.18941548504688e-09,Adam22/Adora2a/Agtpbp1/Arrb2/Arrdc3/B4galt2/Cntn1/Cntnap2/Cxcl12/Dbh/Dbn1/Dlg4/Dpp4/Drd4/Efnb3/Epha4/Fgf12/Fgf14/Fign/Fzd4/Glrb/Hoxb8/Hoxd10/Hoxd9/Inpp5f/Lsamp/Meis1/Myo5a/Negr1/Nlgn2/Npy1r/Nrg1/Olfm2/Oprk1/Oprl1/Pafah1b1/Pbx3/Pde1b/Penk/Pmp22/Slc18a2/Slc25a46/Slitrk6/Snap25/Snca/Th/Ube3a/Zfhx3,48
277,a,a,GO:1903522,regulation of blood circulation,47/1889,268/28891,5.54298771017037e-10,1.19404359807172e-08,6.66675132156155e-09,Abcc9/Ace2/Adra1d/Ager/Agtr1a/Agtr2/Ank2/Asic2/Avpr1a/Bves/Cacna1g/Cacna2d1/Chrna7/Cysltr1/Dbh/Dusp5/Edn3/Ednra/Egfr/Ehd3/F2r/Fxyd1/Gjc1/Hey2/Isl1/Kcne4/Kcnip2/Kcnj8/Mgll/Npy1r/Pde4b/Pde4d/Pik3r1/Ptger3/Ptgs1/Rbfox2/Rgs4/Smtnl1/Snta1/Tbx18/Tbxas1/Tgfb2/Th/Tmem38a/Tnnt2/Tpm1/Wdr35,47
293,a,a,GO:0035296,regulation of tube diameter,37/1889,186/28891,1.05765829928058e-09,2.13933799044313e-08,1.19446512657379e-08,Acta2/Adora2a/Adora2b/Adra1d/Agtr1a/Agtr2/Asic2/Avpr1a/Cacna1g/Cysltr1/Dbh/Dusp5/Edn3/Ednra/Egfr/F2r/Foxc1/Foxc2/Gclm/Gper1/Itga1/Kcnj8/Kdr/Klf2/Mgll/Npy1r/Prkg1/Ptger3/Ptgs1/Rbfox2/Scnn1b/Serpinf2/Smtnl1/Snta1/Tbxas1/Tgfbr3/Wdr35,37
305,a,a,GO:0021700,developmental maturation,59/1889,389/28891,1.38327859975454e-09,2.70623718188044e-08,1.51098421681557e-08,Actn3/Adamts12/Ap1g1/Ascl1/B4galt5/B4galt6/Bcl11a/Bcl2/Bnc1/Catsper2/Cbfb/Cdkn1c/Chrdl1/Clstn1/Cntnap2/Dchs1/Dlg4/Ednra/Fat4/Fem1b/Fgfr1/Fgfr3/Foxj1/Gal/Gata3/Gdf11/Hba-x/Hes1/Hoxa5/Igf1/Il15/Kcnip2/Kdr/Klf2/Myo5a/Myoc/Nefl/Neurl1a/Nrxn1/Palm/Pde3a/Plcb1/Pmp22/Pth1r/Rab32/Rab38/Rac3/Reck/Ret/Rxfp2/Stxbp1/Syt4/Tfcp2l1/Tgfb2/Thbs3/Trpc4ap/Wnt5a/Zbtb16/Zdhhc15,59
316,a,a,GO:0043087,regulation of GTPase activity,54/1889,345/28891,2.19631138282411e-09,4.14727532319983e-08,2.31556479901343e-08,Amph/Arhgap24/Arhgap6/Arhgef19/Arhgef26/Arrb2/Asap2/Bves/Ccr7/Chn1/Chn2/Crk/Cxcl13/Dock11/Dock6/Dock7/Dock8/Efna5/Epha3/Epha4/Evi5/F2r/Fermt2/Foxj1/Gapvd1/Gnas/Map4k4/Mapre2/Met/Ntf3/Ntrk2/Ntrk3/Pafah1b1/Prex1/Prkg1/Prtn3/Ralgds/Rap1a/Rapgef3/Rapgef5/Rasgrp2/Rgl1/Rgs4/Rgs9/Ric1/Rsu1/Sh3bp1/Snx9/Spry1/Tbc1d1/Thy1/Wnt11/Wnt4/Wnt5a,54
341,a,a,GO:0015849,organic acid transport,55/1889,364/28891,5.67466492377271e-09,9.92983155429671e-08,5.54416252006193e-08,Abcc3/Abcc5/Abcd2/Abcg2/Ace2/Acsl6/Adora2a/Agtr2/Arg2/Atp8b1/Avpr1a/Bdnf/Cck/Cd36/Cpt1b/Crabp1/Crabp2/Drd4/Dtnbp1/Emb/Fabp2/Fxyd1/Grik1/Hnf1a/Kcnj8/Lhcgr/Nmur2/Nr3c1/Ntrk2/Pak1/Rbp1/Rgs4/Rps6kb1/Sfxn4/Slc16a12/Slc16a5/Slc16a7/Slc17a5/Slc1a3/Slc22a3/Slc25a12/Slc25a15/Slc25a29/Slc25a38/Slc36a4/Slc38a4/Slc5a6/Slc6a13/Slc7a2/Slc7a7/Snca/Sstr4/Stxbp1/Sv2a/Syt4,55
345,a,a,GO:1901653,cellular response to peptide,53/1889,346/28891,6.6239104080367e-09,1.14564850448565e-07,6.39654506222309e-08,Ager/Agtr1a/Agtr2/Akt3/Ano1/C2cd5/Cacna2d1/Cacnb1/Cd36/Crk/Cyp11b1/Ednra/Epha4/Fer/Foxc2/Ghr/Gnas/Gper1/Grb10/Hdac9/Igf1/Il18/Irs1/Lhcgr/Mapk1/Marcks/Myo5a/Ncoa5/Ngfr/Ogt/Pak1/Pcsk9/Pde3b/Pid1/Pik3r1/Plcb1/Prkaa1/Prkci/Prkd1/Prnp/Ptprj/Rab10/Rarres2/Rps6kb1/Scnn1a/Scnn1b/Smarcc1/Stxbp4/Tns2/Uso1/Vcam1/Vwa2/Zfp106,53
387,a,a,GO:0048511,rhythmic process,49/1889,317/28891,1.80920018929433e-08,2.78953424535382e-07,1.55749179902531e-07,Adora2a/Arrb2/Bdnf/Bmpr1b/Chrna7/Clock/Cntnap2/Csnk1d/Dbp/Drd4/Egfr/Esr1/Fbxl17/Fzd4/Gas2/Grin3a/Hdac2/Hnf1b/Hnrnpu/Id4/Igf1/Klf9/Lhcgr/Mdk/Ngfr/Nlgn3/Nrip1/Ntrk2/Ntrk3/Ogt/Oprl1/Pde4d/Plekha1/Ppp1cb/Prkaa1/Prokr1/Prokr2/Prox1/Ptger3/Ptger4/Ptn/Ptx3/Rbm4b/Siah2/Sohlh2/Srrd/Twist1/Ube3a/Zfhx3,49
