,Cluster,cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
97,a,a,GO:0090130,tissue migration,58/1567,332/28891,2.55594163891549e-15,1.54621294197486e-13,7.87446371446672e-14,Angpt1/Angpt2/Anln/Anxa3/Arf6/Arsb/Bmp4/Bmper/Cdh13/Coro1a/Cxcl12/Cxcl13/Dusp10/Efnb2/Fgf10/Foxc2/Foxf1/Gadd45a/Gata2/Gdf2/Glipr2/Gpx1/Grhl2/Hbegf/Hdac9/Irs2/Itgb2/Itgb3/Loxl2/Lpxn/Marveld3/Mcc/Mef2c/Myh9/Nanos1/Notch1/Nr2f2/Nr4a1/Nrp1/Pik3cb/Pik3cd/Pik3cg/Prox1/Ptprr/Robo1/Rreb1/Shh/Smoc2/Sox9/Sp1/Tek/Tgfb1/Tgfb2/Tgfbr1/Tgfbr2/Vash1/Vil1/Zeb2,58
104,a,a,GO:0051402,neuron apoptotic process,61/1567,369/28891,6.77290390404119e-15,3.82148077970324e-13,1.94618159752762e-13,Adarb1/Adora2a/Agtr2/Angpt1/Arrb1/Ascl1/Bcl2l1/Bdnf/Birc5/Braf/C5ar1/Ccl3/Ccnd1/Cit/Cntfr/Coro1a/Crlf1/Cx3cr1/Dkk1/Enpp1/Epor/Erbb3/F2r/Fas/Foxq1/Fzd9/Gclm/Gpx1/Grik2/Isl1/Itga1/Kif14/Kras/Mdk/Mef2c/Mybl2/Ncf2/Nefl/Nes/Nr4a2/Nrp1/Ntf3/Ntrk2/Nupr1/Pawr/Pmaip1/Ptprz1/Rad21/Rb1/Sct/Sema3e/Six4/Snca/Sod1/St8sia2/Star/Tfap2b/Tgfb1/Tgfb2/Trem2/Unc5b,61
111,a,a,GO:0035296,regulation of tube diameter,41/1567,186/28891,1.01392532844817e-14,5.31224448869096e-13,2.70538910475974e-13,Acta2/Adora2a/Adra1d/Adra2b/Adrb2/Agtr2/Ahr/Alox5/Atp1a2/Avpr1a/Cd38/Cftr/Chga/Cysltr1/Dbh/Edn1/Ednrb/F2r/F2rl1/Foxc1/Foxc2/Gch1/Gclm/Gja5/Gpx1/Icam1/Itga1/Kcna5/Kcnj8/Kng2/Npy1r/P2ry1/Plekha7/Prkg1/Ptgs1/Rbfox2/Serpinf2/Smpd3/Sod1/Tbxas1/Zdhhc21,41
118,a,a,GO:0006909,phagocytosis,47/1567,242/28891,1.930071967292e-14,9.59801890175376e-13,4.88802347470293e-13,Aif1/Anxa3/Arhgap25/Bin2/Btk/Camk1d/Ccl2/Cd300a/Cfp/Clec7a/Cnn2/Coro1a/Elmo1/F2rl1/Fcer1g/Fcgr1/Fcgr3/Gata2/Gulp1/Hck/Il15/Il2rg/Itgb2/Itgb3/Ldlr/Megf10/Msr1/Myh9/Myo1g/Ncf2/Ncf4/Nckap1l/P2ry6/Pld4/Ptprc/Ptx3/Sirpa/Slc11a1/Sod1/Spon2/Syt11/Tgfb1/Ticam2/Tlr4/Trem2/Tyrobp/Vav1,47
124,a,a,GO:0032970,regulation of actin filament-based process,63/1567,402/28891,3.13681442159163e-14,1.48442153434675e-12,7.55977601264741e-13,Abracl/Acta2/Add2/Ank2/Arf6/Arhgef10l/Atp1a2/Braf/Ccl24/Cdc42ep3/Cit/Cnn2/Coro1a/Csf1r/Dapk3/Dmtn/Dsg2/Ect2/Edn1/Efna5/Epha3/F2rl1/Gja5/Gmfb/Gmfg/Gpr65/Grhl3/Hck/Hcls1/Icam1/Itgb3/Lmod1/Magel2/Mef2c/Mtss1/Myh9/Myo1f/Nckap1l/Nrp1/Pde4b/Pdgfrb/Pik3r1/Plek/Prox1/Rgs4/Rhpn1/Rhpn2/Serpinf2/Spta1/Sptb/Ssh2/Synpo/Tgfb1/Tgfb2/Tgfbr1/Tmeff2/Tmod1/Tmod3/Vil1/Was/Wasf2/Wasf3/Zeb2,63
135,a,a,GO:0050866,negative regulation of cell activation,44/1567,225/28891,1.01535891625254e-13,4.41342675597769e-12,2.24764441578241e-12,Adamts18/Adora2a/Bank1/Bmp4/Btk/Cbfb/Cd24a/Cd300a/Cd84/Cd86/Enpp3/Fas/Fgl2/Fn1/Foxf1/Gal/Hlx/Ihh/Inpp5d/Laptm5/Ldlr/Lilrb4a/Lyn/Mdk/Milr1/Nckap1l/Nrarp/Pawr/Prkg1/Rassf5/Samsn1/Serpine2/Sfrp1/Shh/Sox11/Spi1/Syt11/Tgfb1/Tnfaip3/Tnfaip8l2/Trem2/Tyrobp/Zbtb7b/Zfp608,44
136,a,a,GO:0050890,cognition,59/1567,371/28891,1.07407143056281e-13,4.63430231951658e-12,2.36013064347354e-12,Adcy1/Adrb2/Asic1/Atp1a2/Atp1a3/Atxn1l/Bdnf/Braf/Brinp1/C5ar1/Camk2n1/Casp1/Chrd/Chrna4/Ckap5/Creb1/Ctnnd2/Cux2/Cx3cr1/Dbh/Dkk1/Elavl4/Fen1/Foxp2/Fzd9/Gmfb/Gnas/Grin2b/Hoxa1/Itga8/Jph3/Kras/Ldlr/Lmx1a/Mdk/Mef2c/Meis2/Ncam1/Nlgn3/Nog/Nr4a2/Nrg1/Ntf3/Ntrk2/Pafah1b1/Ptchd1/Ptgs1/Ptprz1/Rcan2/Sct/Sgk1/Snap25/Specc1/Synpo/Syt11/Syt4/Th/Tifab/Trem2,59
137,a,a,GO:0070098,chemokine-mediated signaling pathway,24/1567,70/28891,1.10871857962151e-13,4.71924080002205e-12,2.40338762086295e-12,Ackr1/Ackr3/Ccl12/Ccl2/Ccl24/Ccl3/Ccl6/Ccl7/Ccl9/Ccr1/Ccrl2/Cx3cr1/Cxcl12/Cxcl13/Edn1/Foxc1/Lyn/Padi2/Pf4/Ppbp/Rbm15/Robo1/Slit3/Trem2,24
154,a,a,GO:0007411,axon guidance,46/1567,252/28891,3.82882113668001e-13,1.4495175761315e-11,7.38201915588084e-12,Bdnf/Chn1/Cntn5/Csf1r/Cxcl12/Dpysl5/Edn1/Efna5/Efnb2/Emb/Epha3/Ephb3/Etv4/Flrt3/Foxd1/Gap43/Hoxa1/Hoxa2/Isl1/L1cam/Lama5/Lmo4/Lmtk2/Lmx1a/Mef2c/Megf9/Ncam1/Nexn/Nog/Notch1/Notch3/Nrp1/Nrp2/Ntf3/Plxnb1/Prtg/Robo1/Sema3c/Sema3e/Shh/Slit3/Tgfb2/Tubb3/Unc5b/Unc5c/Wnt7b,46
155,a,a,GO:0097485,neuron projection guidance,46/1567,252/28891,3.82882113668001e-13,1.4495175761315e-11,7.38201915588084e-12,Bdnf/Chn1/Cntn5/Csf1r/Cxcl12/Dpysl5/Edn1/Efna5/Efnb2/Emb/Epha3/Ephb3/Etv4/Flrt3/Foxd1/Gap43/Hoxa1/Hoxa2/Isl1/L1cam/Lama5/Lmo4/Lmtk2/Lmx1a/Mef2c/Megf9/Ncam1/Nexn/Nog/Notch1/Notch3/Nrp1/Nrp2/Ntf3/Plxnb1/Prtg/Robo1/Sema3c/Sema3e/Shh/Slit3/Tgfb2/Tubb3/Unc5b/Unc5c/Wnt7b,46
163,a,a,GO:0090287,regulation of cellular response to growth factor stimulus,53/1567,323/28891,5.42345409263358e-13,1.95244347334809e-11,9.94329103583257e-12,Adamts3/Agtr2/Angpt1/Bmp4/Bmper/Chrd/Chrdl1/Chrdl2/Cxcl13/Dkk1/Dll1/Dok5/Fam20c/Fgf10/Foxd1/Fstl4/Fzd4/Gata6/Gdf2/Gpc3/Grb10/Hhex/Hspa5/Ing2/Itga8/Ltbp1/Myocd/Nog/Notch1/Nrp1/Nrros/Pik3cb/Prdm16/Robo1/Sfrp1/Sfrp2/Sfrp4/Sh3glb1/Skil/Slc9a6/Smoc2/Sox11/Spry1/Spry4/Sulf2/Tbx20/Tek/Tfap2b/Tgfb1/Tmem108/Tnfaip6/Usp15/Zeb2,53
182,a,a,GO:0040013,negative regulation of locomotion,56/1567,358/28891,9.08659370421599e-13,2.92967757452414e-11,1.49200922650487e-11,Adarb1/Aif1/Angpt2/Arhgdib/Braf/Cd200r1/Cd300a/Cdh1/Cdh11/Chrd/Cldn3/Clic4/Cnn2/Col3a1/Cx3cr1/Cxcl12/Cxcl13/Dpysl3/Dusp10/Emilin2/Fas/Gadd45a/Gdf2/Hoxa7/Igfbp5/Ing2/Jag1/Marveld3/Mcc/Mctp1/Mef2c/Myh9/Myocd/Nog/Notch1/Nr2f2/Nrg1/Nrp1/Padi2/Prkg1/Ptprr/Rap2a/Rap2c/Robo1/Sema3c/Sema3e/Sfrp1/Sfrp2/Shh/Tgfb1/Tmeff2/Tnfaip6/Trib1/Vash1/Was/Zeb2,56
184,a,a,GO:0002274,myeloid leukocyte activation,48/1567,280/28891,1.3140210315245e-12,4.19058446357923e-11,2.13415658380896e-11,Aif1/Anxa3/Bcl10/Btk/C1qa/C5ar1/Casp1/Cd300a/Cd84/Cftr/Chga/Cplx2/Csf1r/Ctsc/Cx3cr1/Dnase1l3/Enpp3/F2rl1/Fcer1g/Fcgr3/Fn1/Foxf1/Gata1/Gata2/Il15/Il16/Itgb2/Kcnj8/Lcp2/Ldlr/Lilrb4a/Lyn/Milr1/Myo1f/Nampt/Npy/Rac2/Slc11a1/Slc18a2/Snca/Spi1/Syt11/Tgfb1/Tgfbr2/Tlr4/Traf6/Trem2/Tyrobp,48
203,a,a,GO:0003012,muscle system process,63/1567,446/28891,3.60121173825389e-12,1.0409808118263e-10,5.30144678501572e-11,Abcc9/Ace2/Acta2/Actc1/Adra2b/Adrb2/Agtr2/Aif1/Ank2/Asb2/Atp1a2/Atp1a3/Bmp4/Cd38/Chga/Chrna3/Dsg2/Edn1/Ednrb/F2r/Gata5/Gata6/Gja5/Hand2/Hey2/Hrc/Igfbp5/Kcna5/Kcnj8/Lmod1/Mef2c/Meis1/Mylpf/Myocd/Myom1/Ncf1/Notch1/Npy1r/Nr4a1/P2ry1/Pawr/Pde4b/Pde9a/Pdlim5/Ppp3ca/Prkg1/Ptgs1/Rgs4/Smpd3/Sod1/Srsf1/Stac/Sulf2/Tbx20/Tbx3/Tifab/Tmod1/Tmod3/Tnfrsf1b/Tnni2/Tpm4/Tshz3/Zdhhc21,63
205,a,a,GO:0034446,substrate adhesion-dependent cell spreading,27/1567,102/28891,3.69330729473397e-12,1.05718669295117e-10,5.38397915776623e-11,Braf/Bves/Dab2/Dmtn/Efna5/Ephb3/Fermt3/Fn1/Fzd4/Fzd7/Itga4/Itga8/Itgb3/Kif14/Lama5/Lamb3/Lamc2/Lims2/Lpxn/Mdk/Nrp1/Parvg/Postn/Rreb1/Sfrp1/Spry4/Tek,27
206,a,a,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,40/1567,211/28891,3.74618998112108e-12,1.06711858297177e-10,5.43455971200958e-11,Cbln1/Cd24a/Cdh1/Cdh10/Cdh11/Cdh13/Cdh18/Cdh19/Cdh26/Cdh6/Cdh8/Cldn3/Cntn5/Cxadr/Dsg2/Efna5/Emb/Epha3/Flrt3/Gata5/Igsf9/Il1rap/Itga4/L1cam/Mbp/Mcam/Nexn/Nrg1/Ntng1/Pcdh1/Pcdh20/Pcdh8/Pik3cb/Prtg/Ret/Robo1/Tgfb2/Tgfbr2/Tnfaip3/Vcam1,40
214,a,a,GO:0006887,exocytosis,58/1567,395/28891,5.24683057458649e-12,1.43871036503147e-10,7.32698081714266e-11,Anxa3/Bcl2l1/Braf/Btk/Ccr1/Cd300a/Cd84/Cftr/Chga/Coro1a/Cplx2/Exoc6/F2rl1/Fcer1g/Foxf1/Gata1/Gata2/Gnao1/Hap1/Hck/Itgb2/Lin7a/Lyn/Milr1/Myh9/Myo1f/Myo1g/Ncam1/Nckap1l/Ncs1/Notch1/Npy/Npy1r/P2ry1/Plek/Ppfia2/Prrt2/Prss12/Rab15/Rab3il1/Rab3ip/Rab8b/Rac2/Scrn1/Slc18a2/Smpd3/Snap25/Snca/Spi1/Stx2/Stx3/Syn2/Syngr3/Syp/Syt1/Syt11/Syt4/Sytl2,58
235,a,a,GO:0050878,regulation of body fluid levels,53/1567,348/28891,1.05528998969317e-11,2.63508155724236e-10,1.34197907311934e-10,Adamts18/Adora2a/Adra2b/Adrb2/Aqp3/C1galt1c1/Ccnd1/Cftr/Creb1/Dmtn/Edn1/Ednrb/Emilin2/Enpp1/F13a1/F2r/F2rl1/F3/Fcer1g/Fermt3/Fgf10/Gata1/Gja5/Gnas/Gp1bb/Il6ra/Itgb3/Kcnn4/Kng2/Lilrb4a/Lyn/Mfsd2b/P2ry1/P2ry12/Pik3cb/Plaur/Plek/Ppp3ca/Prickle1/Prkg1/Sct/Serpine2/Serpinf2/Shh/Slc4a1/Sytl2/Tec/Thbd/Tifab/Tlr4/Tubb1/Vtn/Zbtb7b,53
238,a,a,GO:0071695,anatomical structure maturation,50/1567,317/28891,1.09959203650137e-11,2.71109498747482e-10,1.38069075259947e-10,Ascl1/Aurka/B4galt6/Barx2/Bcl11a/Btk/C1qa/Cbfb/Ccnb1/Cftr/Clec7a/Cspg4/Cx3cr1/Edn1/Ednrb/Enpp1/Epas1/Fam20c/Fam210b/Fbxo5/Fem1b/Gal/Gata2/Hba-x/Hoxa5/Hoxb13/Ihh/Il15/Kif14/Klf1/Lyl1/Mreg/Notch1/Nr4a2/Pde3a/Plxnb1/Ptbp3/Pth1r/Rb1/Ren1/Ret/Slfn14/Srrm4/Syt4/Tal1/Tgfb1/Tgfb2/Thbs3/Trim58/Zbtb16,50
248,a,a,GO:0007596,blood coagulation,35/1567,175/28891,1.70741965708505e-11,4.02375042079321e-10,2.04919230879918e-10,Adamts18/Adra2b/C1galt1c1/Dmtn/Emilin2/F13a1/F2r/F2rl1/F3/Fcer1g/Fermt3/Gata1/Gnas/Gp1bb/Il6ra/Itgb3/Kng2/Lilrb4a/Lyn/Mfsd2b/P2ry1/P2ry12/Pik3cb/Plaur/Plek/Prkg1/Serpine2/Serpinf2/Shh/Slc4a1/Tec/Thbd/Tlr4/Tubb1/Vtn,35
261,a,a,GO:0050727,regulation of inflammatory response,58/1567,411/28891,2.69076754093324e-11,6.04531815551216e-10,3.0787246158467e-10,Acp5/Adora2a/Ahr/Alox5/Alox5ap/Btk/C1qtnf3/C2cd4b/Camk2n1/Casp1/Ccl24/Ccl3/Cd200r1/Cd24a/Csf1r/Ctsc/Ctss/Cx3cr1/Dnase1l3/Dusp10/Ednrb/Enpp3/Fancd2/Fcer1g/Fcgr1/Fcgr3/Foxf1/Gpx1/Hgf/Il10ra/Il16/Isl1/Ldlr/Lyn/Mdk/Ncf1/Npy/Nr1h5/Nt5e/Nupr1/Pbk/Pde2a/Pik3cg/Rb1/Sirpa/Slc39a8/Snca/Sod1/Syt11/Tgfb1/Tlr4/Tnc/Tnfaip3/Tnfaip6/Tnfaip8l2/Tnfrsf11a/Tnfrsf1b/Trem2,58
263,a,a,GO:0050817,coagulation,35/1567,178/28891,2.82191739488492e-11,6.2962020050132e-10,3.20649328960508e-10,Adamts18/Adra2b/C1galt1c1/Dmtn/Emilin2/F13a1/F2r/F2rl1/F3/Fcer1g/Fermt3/Gata1/Gnas/Gp1bb/Il6ra/Itgb3/Kng2/Lilrb4a/Lyn/Mfsd2b/P2ry1/P2ry12/Pik3cb/Plaur/Plek/Prkg1/Serpine2/Serpinf2/Shh/Slc4a1/Tec/Thbd/Tlr4/Tubb1/Vtn,35
268,a,a,GO:0140694,non-membrane-bounded organelle assembly,57/1567,402/28891,3.29730646088704e-11,7.2196247434646e-10,3.67676867339289e-10,Acta1/Actc1/Asb2/Aspm/Aurka/Aurkb/Bin2/Birc5/Ccnb2/Ccp110/Cdca8/Cenpa/Cenpe/Cenph/Cep135/Cep295/Cnot6/Csrp1/Csrp2/Ddx6/Dlgap5/Edn1/Fbxo5/Gpsm2/Grb7/Haus6/Hck/Kif11/Kif23/Kifc5b/Kntc1/Lcp1/Lmod1/Lsm14a/Mdm1/Mef2c/Mybl2/Ndc80/Nek2/Pdgfrb/Pgm5/Plk1/Plk4/Pls1/Prc1/Prickle1/Prox1/Sass6/Six4/Spag5/Sqle/Stil/Tmod1/Tmod3/Tpx2/Tubb1/Vil1,57
273,a,a,GO:1904888,cranial skeletal system development,23/1567,83/28891,5.21948567755461e-11,1.1219026357469e-09,5.7135607628986e-10,Bmp4/Cep55/Chrd/Dlx2/Foxc2/Gnas/Grhl2/Hoxa1/Hoxa2/Insig1/Irf6/Mef2c/Mmp16/Ndst1/Nog/Prrx1/Six4/Tbx1/Tgfb2/Tgfbr1/Tgfbr2/Tifab/Twist2,23
306,a,a,GO:0042113,B cell activation,48/1567,320/28891,1.68448257548767e-10,3.23024305652341e-09,1.64507947430667e-09,6030468B19Rik/Ahr/Aqp8/Bank1/Bcl11a/Btk/Cd180/Cd24a/Cd300a/Cd38/Cd86/Chrna4/Dll1/Dock10/Enpp1/Fas/Fzd9/Gpr183/Hdac9/Hhex/Hmga1/Ikzf1/Il2rg/Inpp5d/Irs2/Laptm5/Lilrb4a/Lyl1/Lyn/Mef2c/Mfng/Nckap1l/Nfam1/Pawr/Pik3cd/Pik3r1/Ptprc/Samsn1/Sash3/Sfrp1/Skap2/Spi1/Tgfb1/Themis2/Tlr4/Tnfaip3/Tyrobp/Vav3,48
310,a,a,GO:0007163,establishment or maintenance of cell polarity,40/1567,239/28891,2.03305622473335e-10,3.84837868604365e-09,1.95988000747639e-09,Amotl2/Arf6/Cdx2/Cenpa/Ckap5/Crb3/Cyp26b1/Eya1/Fgf10/Foxf1/Frmd4a/Gpsm2/Insc/Kcnj8/Kif20b/Kif26b/Kif2c/Lin7a/Mad2l1/Map1b/Myh9/Nckap1l/Ndc80/Pafah1b1/Parvg/Pdlim1/Plekhg3/Plk1/Prickle1/Prickle2/Sapcd2/Shh/Slc9a6/Snap91/Spag5/Spdl1/Spry1/Tek/Ust/Wnt7b,40
315,a,a,GO:0006836,neurotransmitter transport,39/1567,230/28891,2.29423684240764e-10,4.2738354892851e-09,2.17655418399175e-09,Adora2a/Asic1/Atp1a2/Bcl2l1/Braf/Chrna3/Cplx2/Ddc/Itgb3/Kcnj8/Lin7a/Mctp1/Mef2c/Ncs1/Npy/Npy1r/Nr4a1/Ntrk2/P2ry1/Ppfia2/Prrt2/Slc10a4/Slc18a1/Slc18a2/Slc22a3/Slc29a4/Slc6a15/Snap25/Snap91/Snca/Stx2/Stx3/Syn2/Syngr3/Syp/Syt1/Syt11/Syt4/Th,39
319,a,a,GO:0032675,regulation of interleukin-6 production,33/1567,173/28891,2.37897456905669e-10,4.37611999097951e-09,2.22864504258437e-09,Aif1/Arrb1/Bank1/Btk/C1qtnf3/Cd200r1/Cd24a/Cd84/Clec7a/F2r/F2rl1/Fcer1g/Hgf/Il16/Il1rap/Il6ra/Inpp5d/Isl1/Laptm5/Lilrb4a/Mbp/Nckap1l/Sirpa/Spon2/Syt11/Tgfb1/Ticam2/Tlr4/Tlr7/Tnfaip3/Traf6/Trem2/Tyrobp,33
322,a,a,GO:0010324,membrane invagination,22/1567,82/28891,2.71621328024623e-10,4.93459428126468e-09,2.51306159446605e-09,Aif1/Arhgap25/Aurkb/Bin2/Cd300a/Clec7a/Elmo1/F2rl1/Fcer1g/Fcgr1/Fcgr3/Fcho2/Gata2/Gulp1/Itgb2/Megf10/Msr1/Myh9/Nckap1l/Sirpa/Syt11/Trem2,22
332,a,a,GO:0015850,organic hydroxy compound transport,47/1567,318/28891,4.31052544548137e-10,7.61872388978455e-09,3.88001957505441e-09,Acat2/Adora2a/Agtr2/Aqp3/Aqp8/Atp8b1/Cd300a/Ces1d/Cftr/Chga/Chrna4/Cxcl12/Dab2/Emb/Fcer1g/Fcgr3/Gal/Gramd1c/Itgb3/Ldlr/Msr1/Myc/Nrg1/P2ry1/P2ry12/Pnlip/Ptgs1/Rbp4/Ren1/Shh/Slc10a4/Slc16a7/Slc18a1/Slc18a2/Slc22a3/Slc29a4/Slc5a3/Slco2b1/Smpd3/Snca/Star/Stard4/Syt1/Syt11/Syt4/Trem2/Vapa,47
342,a,a,GO:0150076,neuroinflammatory response,22/1567,85/28891,5.77529687229504e-10,9.90919358088518e-09,5.04649671297188e-09,Adcy1/Adora2a/Aif1/Bpgm/C1qa/C5ar1/Casp1/Cd200r1/Csf1r/Ctsc/Cx3cr1/Kcnj8/Ldlr/Nampt/Nupr1/Snca/Syt11/Tlr4/Tnfrsf1b/Trem2/Tyrobp/Zeb2,22
348,a,a,GO:0009914,hormone transport,55/1567,411/28891,6.53712901217311e-10,1.09913676342212e-08,5.59762004691886e-09,Agtr2/Alox5/Arrb1/Birc5/Btk/C1qtnf3/C2cd2l/Camk2n1/Cd38/Cftr/Cga/Chga/Creb1/Dab2/Edn1/Efna5/F2rl1/Fgfr4/Foxd1/Fzd4/G6pc2/Gal/Gnao1/Gnas/Gpr39/Hmga1/Hmga2/Hnf1b/Irs2/Isl1/Lyn/Mcu/Myh9/Nell2/Nkx3-1/Npy1r/Nrg1/P2ry1/Pde3b/Ppp3ca/Rab8b/Rbp4/Ren1/Scg5/Sct/Serp1/Sfrp1/Slc18a2/Smpd3/Snap25/Sox11/Tardbp/Tbx3/Tfap2b/Tubb1,55
349,a,a,GO:0032535,regulation of cellular component size,55/1567,411/28891,6.53712901217311e-10,1.09913676342212e-08,5.59762004691886e-09,Add2/Ahr/Ap2m1/Arf6/Bcl11a/Bdnf/Ccl24/Cdc42ep3/Cdh1/Cit/Coro1a/Creb1/Cxcl12/Dmtn/E2f4/Edn1/Efna5/F2rl1/Fn1/Fstl4/Hcls1/Icam1/Ifrd1/Kcnn4/Kel/L1cam/Lmod1/Lpar3/Map1b/Nckap1l/Nefl/Nefm/Nrp1/Ntrk3/Pafah1b1/Plek/Pls1/Prr16/Rab22a/Rap1gap2/Ret/Sct/Sema3c/Sema3e/Spta1/Sptb/Ssh2/Tmod1/Tmod3/Trpv2/Ush1c/Vil1/Was/Wnt7b/Xk,55
361,a,a,GO:0061053,somite development,23/1567,95/28891,9.90767418551862e-10,1.61047734406159e-08,8.20174573922944e-09,Cdx2/Cobl/Dkk1/Dll1/Foxc1/Foxc2/Foxf1/Frzb/Ihh/Meox1/Nkx3-1/Nog/Notch1/Nrarp/Pcdh8/Ror2/Sema3c/Sfrp1/Sfrp2/Shh/Six4/Tbx18/Zeb2,23
367,a,a,GO:0030279,negative regulation of ossification,16/1567,46/28891,1.0948600486962e-09,1.75058276995893e-08,8.9152665373541e-09,Adrb2/Ccr1/Dkk1/Dlk1/Ecm1/Enpp1/Gata1/Lrp4/Mdk/Mef2c/Mkx/Nfe2/Notch1/Sfrp1/Sox9/Tgfb1,16
374,a,a,GO:0010563,negative regulation of phosphorus metabolic process,56/1567,430/28891,1.26758737725261e-09,1.98352072792488e-08,1.01015594779513e-08,Adarb1/Adora2a/Ahr/Angpt1/Arrb1/Camk2n1/Ccnb1/Cd300a/Cdkn2c/Ddr2/Dkk1/Dmtn/Dusp10/Dusp6/Enpp1/Gadd45a/Grb10/Hgf/Hhex/Impact/Irs2/Klhl31/Lilrb4a/Lyn/Mastl/Myocd/Nckap1l/Nr2f2/Ntf3/Ntrk3/Ocln/Pbk/Pid1/Pik3cb/Pkia/Plek/Plk1/Ppp4r4/Ptprc/Rb1/Samsn1/Sfrp1/Sfrp2/Sfrp5/Sirpa/Snca/Socs4/Spry1/Spry4/Tardbp/Tgfb1/Tgfb2/Tnfaip3/Trib1/Trib3/Zfyve28,56
375,a,a,GO:0045936,negative regulation of phosphate metabolic process,56/1567,430/28891,1.26758737725261e-09,1.98352072792488e-08,1.01015594779513e-08,Adarb1/Adora2a/Ahr/Angpt1/Arrb1/Camk2n1/Ccnb1/Cd300a/Cdkn2c/Ddr2/Dkk1/Dmtn/Dusp10/Dusp6/Enpp1/Gadd45a/Grb10/Hgf/Hhex/Impact/Irs2/Klhl31/Lilrb4a/Lyn/Mastl/Myocd/Nckap1l/Nr2f2/Ntf3/Ntrk3/Ocln/Pbk/Pid1/Pik3cb/Pkia/Plek/Plk1/Ppp4r4/Ptprc/Rb1/Samsn1/Sfrp1/Sfrp2/Sfrp5/Sirpa/Snca/Socs4/Spry1/Spry4/Tardbp/Tgfb1/Tgfb2/Tnfaip3/Trib1/Trib3/Zfyve28,56
398,a,a,GO:0051098,regulation of binding,53/1567,405/28891,2.94881221740604e-09,4.34764575169313e-08,2.21414384692297e-08,Add2/Adrb2/Angpt1/Arrb1/Aurka/Aurkb/Bdnf/Bmp4/Crmp1/Dab2/Dact1/Dkk1/Foxc1/Gata1/Hand1/Hand2/Hey2/Hmga2/Hmgb2/Isl1/Itga4/Ldoc1/Mfng/Myc/Myocd/Nek2/Nes/Nog/Nucks1/P2ry1/Pitx2/Plaur/Plk1/Ppp3ca/Rb1/Runx1t1/Shh/Sox11/Spon1/Spta1/Tgfb1/Tgfb2/Tgfbr1/Tlr4/Tmc8/Tnks/Traf3ip3/Traf6/Trib3/Ttbk2/Twist2/Vtn/Zc4h2,53
399,a,a,GO:0071772,response to BMP,32/1567,181/28891,3.20973153820182e-09,4.70867616654207e-08,2.39800732551447e-08,Bmp4/Bmper/Chrd/Chrdl1/Chrdl2/Col2a1/Dkk1/Etv2/Foxd1/Fstl4/Gata5/Gata6/Gdf2/Gdf6/Gpc3/Heyl/Nog/Notch1/Phox2b/Ror2/Sfrp1/Sfrp2/Sfrp4/Skil/Smad9/Smpd3/Sox11/Tbx20/Tfap2b/Tnfaip6/Usp15/Zcchc12,32
422,a,a,GO:0001558,regulation of cell growth,57/1567,459/28891,5.28296714589801e-09,7.34607848628662e-08,3.7411683031191e-08,Avpr1a/Bcl11a/Bdnf/Cd38/Cdh1/Cdkn2c/Csf2rb/Cxcl12/Cxcl16/Dab2/Dcun1d3/Edn1/Efna5/Enpp1/Fn1/Foxk1/Frzb/Fstl4/Gdf2/Hbegf/Ifrd1/Igfbp5/Igfbp7/Kif14/Kif26a/L1cam/Lmx1a/Lpar3/Map1b/Mndal/Myocd/Nanos1/Nrg1/Nrp1/Ntrk3/Pafah1b1/Psrc1/Rb1/Rerg/Rgs4/Sema3c/Sema3e/Serpine2/Sfn/Sfrp1/Sfrp2/Sgk1/Sh3glb1/Slit3/Syt1/Syt4/Tgfb1/Tgfb2/Tgfbr1/Tnc/Tnk1/Trpv2,57
427,a,a,GO:0051090,regulation of DNA-binding transcription factor activity,55/1567,436/28891,5.60688431719423e-09,7.70519840124022e-08,3.92405881338948e-08,Adcy1/Amh/Anxa3/Arrb1/Bcl10/Bdnf/Camk1d/Cd84/Clec7a/Cmklr1/Cx3cr1/Ddr2/Edn1/Enpp1/Fancd2/Fzd2/Fzd4/Hand1/Hand2/Hck/Hcls1/Heyl/Hmga2/Icam1/Ifrd1/Ikbkg/Il1rap/Itgb2/Kras/Myocd/Nfam1/Nkx3-1/Nupr1/Pias2/Ppp3ca/Prox1/Pthlh/Ripk4/Ror1/Sfrp4/Sfrp5/Shh/Sik1/Spi1/Tacc3/Tgfb1/Ticam2/Tlr4/Tnfaip3/Tnfrsf11a/Traf6/Trib1/Trim58/Wnt2/Zc4h2,55
453,a,a,GO:0007626,locomotory behavior,40/1567,273/28891,1.08381068904466e-08,1.4039296077956e-07,7.1498513911881e-08,Adam22/Adora2a/Agtpbp1/Apba2/Atp1a2/Atp1a3/Chrna3/Chrna4/Ckap5/Cxcl12/Dbh/Elavl4/Enpp1/Etv5/Fgf14/Fign/Fzd4/Glrb/Gmfb/Gnao1/Hoxb8/Lmx1a/Lsamp/Meis1/Npy1r/Nr4a2/Nrg1/Olfm2/Pafah1b1/Rcan2/Slc18a2/Slitrk6/Snap25/Snca/Sod1/Strn/Tal1/Th/Tmod1/Zfhx3,40
